,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
205,205,Texas,San Patricio,66730,17,41,7.0,33,48,18,14.0,188.9,41.0,18,25.0,40.0,39.0,37.0,42.0,25,9.0,80,49,5.4,21,5.2,361.0,9.6,8.0,68.0,No,15,87,33,26.4,15.3,1.5,1.2,0.2,1.0,58.5,37.6,4,68,72,17.0,17.0,65.0,31.0,57302,3.1,2.9,94.0,18,37,8.0,16,10,14,14,76.0,141,141,141,141,141
206,206,Texas,San Saba,6055,21,32,6.7,25,47,19,33.0,369.2,36.0,28,33.0,17.0,33.0,27.0,28.0,25,6.0,75,40,2.9,34,4.5,110.0,14.9,6.7,53.0,No,15,71,34,20.0,24.2,3.6,0.6,0.0,1.5,30.6,63.4,6,68,76,,,72.0,27.0,46061,3.3,2.5,,28,37,13.0,15,7,15,15,79.2,141,141,141,141,141
207,207,Texas,Schleicher,2793,16,24,8.0,20,77,19,0.0,266.6,24.0,25,,0.0,36.0,24.0,27.0,22,7.0,80,48,2.9,23,4.8,0.0,17.3,6.0,80.0,No,14,81,29,23.9,20.0,1.3,0.4,0.0,1.1,54.6,42.9,5,79,65,,,57.0,,53286,3.2,2.8,,25,35,5.0,12,14,13,12,78.1,141,141,141,141,141
208,208,Texas,Scurry,16703,20,28,7.2,23,40,19,22.0,398.8,67.0,19,59.0,48.0,24.0,23.0,34.0,24,9.0,79,46,3.2,18,4.0,298.0,9.5,6.2,75.0,No,10,83,12,24.8,15.4,4.7,0.8,0.1,1.4,40.8,52.4,2,75,74,14.0,14.0,62.0,30.0,56299,2.8,2.6,91.0,19,37,11.0,13,9,15,14,77.4,141,141,141,141,141
209,209,Texas,Shackelford,3265,20,26,7.3,20,80,20,33.0,210.3,26.0,21,31.0,0.0,61.0,34.0,48.0,19,9.0,86,77,2.2,18,4.4,104.0,24.6,6.4,61.0,Yes,16,84,32,22.8,21.2,1.0,0.5,0.1,1.0,11.3,85.2,2,80,78,,,45.0,,65095,3.2,2.8,,21,35,6.0,15,11,15,13,82.3,141,141,141,141,141
210,210,Texas,Shelby,25274,23,29,6.5,36,42,17,20.0,348.8,43.0,25,20.0,32.0,55.0,28.0,42.0,26,8.0,76,39,3.9,33,4.7,289.0,11.4,8.9,89.0,Yes,12,81,35,26.0,17.9,17.2,1.4,0.1,1.0,18.7,61.3,5,74,69,18.0,15.0,75.0,27.0,39708,3.0,2.8,94.0,25,39,6.0,19,10,17,16,74.9,141,141,141,141,141
211,211,Texas,Sherman,3022,18,29,7.6,27,38,20,0.0,,23.0,28,,0.0,,26.0,44.0,22,6.0,79,48,2.3,14,3.5,145.0,16.2,5.6,,No,7,75,35,26.7,15.3,1.3,0.8,0.0,1.3,44.2,52.9,7,73,77,,,64.0,,55473,3.1,3.0,,28,36,6.0,14,7,14,13,78.5,141,141,141,141,141
212,212,Texas,Smith,232751,19,33,7.1,23,72,18,20.0,493.1,31.0,22,103.0,62.0,124.0,44.0,52.0,21,8.0,86,62,3.3,18,4.6,335.0,13.4,8.9,69.0,Yes,16,83,30,24.4,16.9,17.3,1.6,0.1,0.8,20.1,59.1,5,66,81,18.0,20.0,64.0,33.0,59538,3.1,2.9,92.0,22,37,7.0,16,13,15,13,78.1,141,141,141,141,141
213,213,Texas,Somervell,9128,20,29,7.3,24,71,19,16.0,214.8,18.0,18,67.0,22.0,22.0,45.0,49.0,21,7.0,90,43,3.6,14,5.6,108.0,6.7,7.5,103.0,No,21,87,46,22.0,19.4,1.0,1.1,0.0,1.7,18.1,77.8,1,80,78,22.0,29.0,44.0,1.0,67897,3.1,3.1,81.0,18,36,0.0,18,6,15,14,77.7,141,141,141,141,141
214,214,Texas,Starr,64633,20,32,3.7,26,25,14,56.0,352.2,65.0,30,22.0,14.0,17.0,27.0,27.0,41,9.0,53,37,9.8,43,5.1,263.0,2.5,7.9,33.0,Yes,22,70,26,32.6,11.4,0.1,0.2,0.0,0.4,96.4,3.3,28,75,56,9.0,7.0,89.0,31.0,32516,3.2,2.9,91.0,30,37,33.0,22,12,17,20,78.4,141,141,141,141,141
