,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
41,41,North Carolina,Guilford,537174,18,35,7.3,21,90,17,31.0,975.4,17,11,78.0,57.0,293.0,45,55,19,10,89,71,4.1,23,4.7,453.0,11.4,8.4,78,No,16,82,24,22.1,15.5,34.4,5.3,0.1,0.8,8.4,49.4,3,59,76,14.0,12.0,62,45.0,55820,3.0,3.0,89.0,11,38,8.0,14,11,14,12,78.1,45,45,45,45,45
42,42,North Carolina,Halifax,50010,26,42,6.1,32,54,15,37.0,955.0,40,13,51.0,36.0,156.0,45,48,29,12,79,48,5.7,38,5.2,461.0,11.5,8.2,106,No,19,84,34,21.2,21.4,53.2,0.9,0.1,4.1,3.1,38.0,0,63,58,22.0,14.0,83,36.0,38727,2.6,2.6,76.0,13,42,9.0,20,23,17,17,74.5,45,45,45,45,45
43,43,North Carolina,Harnett,135976,20,35,7.6,25,55,18,29.0,571.7,23,14,29.0,45.0,96.0,41,49,21,9,87,64,4.6,21,4.3,243.0,7.5,9.3,78,No,14,86,50,25.7,12.8,20.8,1.3,0.2,1.7,13.4,60.7,2,65,79,13.0,13.0,59,18.0,55619,2.9,3.0,86.0,14,37,4.0,15,15,15,14,76.9,45,45,45,45,45
44,44,North Carolina,Haywood,62317,21,33,7.4,25,86,19,9.0,273.4,26,12,74.0,47.0,393.0,46,50,17,9,88,66,3.4,17,4.6,278.0,15.3,8.6,122,No,15,82,32,18.2,25.0,1.3,0.6,0.0,0.7,4.3,92.2,1,73,72,17.0,22.0,56,41.0,51612,3.3,3.2,85.0,12,37,8.0,14,12,15,12,77.1,45,45,45,45,45
45,45,North Carolina,Henderson,117417,18,29,7.8,22,90,20,25.0,289.5,24,15,91.0,55.0,194.0,49,53,17,8,90,66,3.3,18,4.1,121.0,11.0,8.9,103,No,13,81,27,18.7,26.4,3.2,1.3,0.2,0.7,10.3,83.1,2,73,82,15.0,20.0,50,28.0,61651,3.3,3.3,91.0,15,34,7.0,12,12,13,12,79.5,45,45,45,45,45
46,46,North Carolina,Hertford,23677,24,49,6.6,42,59,14,44.0,811.5,22,12,72.0,38.0,207.0,47,44,27,11,81,53,5.2,28,4.8,304.0,15.2,7.5,85,No,19,83,32,18.5,20.4,60.3,0.8,0.1,1.3,4.1,32.7,1,66,65,22.0,12.0,99,10.0,42374,3.0,3.0,86.0,12,42,5.0,19,25,16,16,76.8,45,45,45,45,45
47,47,North Carolina,Hoke,55234,22,37,6.8,32,21,16,41.0,735.5,30,15,20.0,9.0,139.0,45,41,24,9,87,63,4.9,22,5.0,124.0,5.7,8.6,66,No,16,83,48,27.1,10.6,33.8,1.5,0.4,9.1,13.9,38.7,3,67,80,16.0,12.0,75,22.0,48420,3.1,3.0,82.0,15,39,9.0,17,12,15,14,76.1,45,45,45,45,45
48,48,North Carolina,Hyde,4937,24,34,4.1,34,65,18,33.0,335.6,24,17,19.0,,20.0,38,51,24,7,81,51,8.6,28,4.7,,7.6,6.4,90,No,14,79,27,17.0,22.6,26.2,0.7,0.0,0.8,9.8,61.8,2,68,56,,,88,,43112,2.7,2.9,,17,39,35.0,18,19,16,14,75.7,45,45,45,45,45
49,49,North Carolina,Iredell,181806,19,35,8.0,23,67,22,26.0,414.9,20,12,73.0,54.0,194.0,45,53,17,8,89,66,3.6,12,4.4,254.0,11.2,9.9,73,No,13,83,34,22.7,16.2,11.8,2.8,0.1,0.5,8.0,75.4,2,72,83,13.0,16.0,35,38.0,68308,3.2,3.3,90.0,12,34,5.0,12,12,14,12,77.9,45,45,45,45,45
50,50,North Carolina,Jackson,43938,22,28,7.0,29,100,18,20.0,474.7,16,17,92.0,48.0,439.0,36,47,19,8,89,67,4.1,25,4.6,214.0,13.6,9.7,89,Yes,16,80,23,16.4,19.9,2.1,1.1,0.0,9.1,6.2,80.6,2,64,71,13.0,17.0,58,47.0,47759,2.8,3.0,92.0,17,36,11.0,14,10,15,13,78.5,45,45,45,45,45
51,51,North Carolina,Johnston,209339,20,35,8.2,26,70,19,32.0,448.9,22,14,27.0,25.0,95.0,45,53,20,8,87,66,3.6,18,4.1,185.0,8.4,7.6,67,Yes,13,83,50,25.2,13.6,16.1,0.9,0.1,0.9,14.1,66.8,3,73,78,11.0,13.0,42,22.0,62835,2.9,3.0,92.0,14,36,2.0,13,12,15,13,78.1,45,45,45,45,45
52,52,North Carolina,Jones,9419,25,42,7.0,26,48,16,23.0,500.2,24,16,52.0,,42.0,52,53,25,7,81,44,3.9,32,5.7,,8.3,7.1,93,No,18,84,48,18.2,24.0,28.9,0.6,0.0,1.1,5.1,62.9,1,73,59,,,97,19.0,46275,3.0,3.2,98.0,16,39,0.0,20,27,17,16,75.9,45,45,45,45,45
53,53,North Carolina,Lee,61779,21,35,7.6,26,80,17,30.0,473.3,31,16,60.0,52.0,178.0,43,54,23,10,83,57,4.5,21,4.4,181.0,15.5,9.0,90,No,15,82,36,23.7,16.8,19.0,1.4,0.2,1.3,19.6,57.8,5,67,74,17.0,15.0,66,34.0,53114,3.0,3.0,89.0,16,38,5.0,14,11,15,14,76.5,45,45,45,45,45
54,54,North Carolina,Lenoir,55949,24,37,6.6,28,54,16,22.0,944.0,36,14,46.0,52.0,152.0,47,51,26,11,80,53,3.8,37,4.7,753.0,13.8,7.8,99,No,17,81,28,22.4,20.2,40.8,0.7,0.2,0.6,7.9,48.9,2,59,75,19.0,12.0,99,42.0,39947,2.8,3.0,85.0,14,41,6.0,19,16,17,16,74.6,45,45,45,45,45
55,55,North Carolina,Lincoln,86111,22,32,7.9,22,69,20,35.0,392.0,22,12,51.0,48.0,65.0,48,57,19,8,88,60,3.5,13,4.5,153.0,13.0,10.2,75,No,12,87,52,21.1,17.9,5.4,0.8,0.1,0.5,7.5,84.6,1,76,83,11.0,15.0,39,37.0,70479,3.2,3.3,91.0,12,36,5.0,13,10,15,13,77.6,45,45,45,45,45
