,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy
29,Tennessee,Grainger,23320,28,29,7.9,38,23,16,4,242.0,40,14,22.0,13.0,17.0,41,42,25,9,79,40,4.0,25,4.3,210,7.3,9.9,89,No,11,78,53,20.0,20.9,0.8,0.3,0.1,0.5,3.4,94.1,1,79,72,10.0,17.0,,17.0,44929,2.8,2.8,97.0,14,41,0.0,15,12,19,17,74.0
30,Tennessee,Greene,69069,27,38,7.5,32,45,14,19,318.3,30,13,56.0,38.0,96.0,44,51,25,9,85,50,4.7,24,4.7,317,10.1,9.5,110,No,12,88,30,19.3,22.1,2.1,0.6,0.1,0.4,3.0,92.8,0,74,72,15.0,21.0,,42.0,44975,2.8,2.8,94.0,13,42,4.0,15,20,18,17,74.2
31,Tennessee,Grundy,13427,31,33,7.3,22,36,15,14,134.7,50,15,,7.0,37.0,37,38,28,10,74,40,4.1,29,6.2,402,6.7,8.8,119,Yes,14,81,46,21.3,21.0,0.6,0.4,0.0,0.7,1.3,95.8,0,78,65,24.0,19.0,,30.0,38447,2.5,2.9,93.0,15,43,1.0,18,15,21,19,72.1
32,Tennessee,Hamblen,64934,27,35,6.3,36,65,14,20,298.7,39,14,59.0,66.0,162.0,42,47,25,8,81,44,3.9,21,4.4,476,13.2,10.0,93,No,15,87,23,23.0,18.5,3.8,1.0,0.3,0.9,12.1,81.0,2,67,76,16.0,25.0,,38.0,46842,2.9,2.9,95.0,14,46,19.0,15,15,18,17,75.1
33,Tennessee,Hamilton,367804,20,31,7.2,24,89,17,27,619.7,24,12,111.0,77.0,221.0,45,52,20,10,89,68,3.2,19,4.8,663,13.9,9.0,78,No,13,82,24,20.7,17.9,19.0,2.2,0.1,0.5,6.0,70.9,2,64,81,17.0,15.0,,50.0,57802,2.8,2.8,87.0,12,39,14.0,12,12,16,14,77.3
34,Tennessee,Hancock,6620,31,29,7.1,23,7,16,71,212.1,48,12,15.0,15.0,,24,19,28,9,77,37,5.9,36,5.9,121,0.0,9.1,131,No,12,82,47,20.9,21.7,0.5,0.2,0.0,0.4,0.7,96.6,0,80,51,,,,,31938,2.5,2.7,93.0,12,42,0.0,19,11,21,19,70.5
35,Tennessee,Hardeman,25050,30,35,5.9,33,31,14,27,723.1,37,12,16.0,28.0,136.0,39,49,30,12,80,30,5.0,24,4.6,626,12.7,8.3,76,No,14,86,42,19.0,18.6,41.9,0.8,0.0,0.3,1.8,53.9,0,71,65,17.0,13.0,,41.0,40989,2.5,2.8,84.0,12,47,19.0,16,20,19,19,74.9
36,Tennessee,Hardin,25652,29,35,7.2,37,48,16,33,332.7,34,13,50.0,27.0,101.0,40,46,25,10,82,50,4.3,26,4.6,521,12.0,8.3,126,No,13,85,27,20.4,23.3,3.3,0.6,0.0,0.6,2.7,91.6,0,72,72,23.0,23.0,,32.0,44510,2.6,2.8,93.0,13,41,7.0,15,14,19,17,73.0
37,Tennessee,Hawkins,56786,28,32,7.1,35,54,15,28,279.8,35,12,27.0,18.0,18.0,46,41,24,8,84,47,4.1,30,4.4,275,8.0,9.8,97,No,14,89,35,19.5,21.7,1.4,0.6,0.0,0.4,1.7,94.9,0,74,70,17.0,17.0,,43.0,46602,3.0,3.0,97.0,12,42,7.0,16,16,19,17,75.0
38,Tennessee,Haywood,17304,27,47,6.8,31,48,13,19,1012.9,34,11,29.0,23.0,,36,38,29,12,82,43,4.9,29,4.5,1088,21.3,8.4,78,No,15,88,40,22.2,19.7,50.1,0.3,0.1,0.4,4.3,44.0,1,58,61,18.0,15.0,,24.0,38950,2.8,2.8,92.0,11,46,8.0,17,18,18,18,73.5
