,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy
25,Washington,Pacific,22471,19,38,6.3,26,67,21,50,171.1,23.0,11,27.0,36,396,40,42,20,7,88,52,6.9,18,4.9,157,13.6,5.0,93.0,Yes,14,75,29,15.3,32.2,0.8,2.1,0.2,2.8,10.1,81.7,3,80,82,12.0,22.0,58,29.0,50521,2.7,2.9,93.0,11,34,13,17,14,15,14,76.8
26,Washington,Pend Oreille,13724,18,42,6.6,28,59,19,71,239.6,23.0,9,51.0,29,219,35,30,19,7,91,50,7.9,27,4.0,130,6.6,8.3,94.0,No,14,77,43,19.1,26.9,0.7,1.2,0.2,3.7,4.1,88.2,0,78,71,,21.0,57,39.0,51950,2.9,3.0,92.0,9,35,14,15,13,15,14,77.7
27,Washington,Pierce,904980,14,32,7.7,18,83,18,30,667.0,18.0,7,73.0,83,488,36,48,17,7,92,65,5.1,12,3.9,458,7.0,7.0,69.0,Yes,17,78,47,23.3,14.2,7.1,7.1,1.8,1.8,11.4,65.7,2,62,88,13.0,19.0,45,33.0,78779,3.0,3.0,92.0,7,36,8,12,10,13,13,79.0
28,Washington,San Juan,17582,12,20,8.7,14,86,22,75,89.7,6.0,10,76.0,68,415,37,42,13,3,96,71,3.7,12,4.5,52,14.0,5.7,83.0,No,19,65,7,12.7,35.2,0.6,1.5,0.2,1.1,6.8,88.0,1,75,85,,21.0,36,16.0,69113,,,93.0,10,29,0,11,6,12,10,86.2
29,Washington,Skagit,129205,16,30,7.8,17,81,19,32,371.8,21.0,9,83.0,74,452,42,47,16,6,90,61,5.4,16,3.9,195,10.2,5.3,69.0,No,20,79,32,21.5,21.5,0.8,2.3,0.4,2.7,18.6,74.1,4,69,88,11.0,17.0,51,38.0,67551,2.9,2.8,84.0,9,33,7,12,10,14,13,80.2
30,Washington,Skamania,12083,17,35,8.3,19,93,19,50,160.5,17.0,8,,8,141,39,30,17,7,92,58,5.5,16,4.5,88,3.4,5.4,80.0,No,17,79,48,18.3,22.1,0.6,1.1,0.3,2.0,6.8,87.0,1,75,78,,24.0,40,23.0,69163,2.7,2.8,83.0,8,34,1,12,12,14,13,83.4
31,Washington,Snohomish,822083,13,30,8.6,17,86,17,29,332.2,12.0,7,51.0,73,336,38,50,15,6,92,70,3.0,8,3.8,205,7.0,6.5,63.0,Yes,16,74,48,22.4,14.0,3.5,12.0,0.7,1.6,10.6,68.1,3,67,91,9.0,15.0,33,32.0,89119,3.0,3.1,91.0,7,34,4,9,9,12,11,80.5
32,Washington,Spokane,522798,16,29,7.9,18,89,20,41,546.7,17.0,7,88.0,79,421,47,48,16,7,94,71,5.2,14,4.3,353,9.3,7.6,93.0,Yes,16,77,24,22.0,16.6,1.9,2.4,0.6,1.8,6.1,84.0,1,62,87,12.0,20.0,42,28.0,59976,2.9,3.0,92.0,7,32,4,13,10,14,13,78.6
33,Washington,Stevens,45723,19,30,6.7,23,43,19,31,239.2,20.0,10,73.0,46,394,31,28,19,6,91,52,7.0,22,4.5,105,8.6,8.2,103.0,No,14,80,41,21.2,23.9,0.5,0.8,0.2,5.8,3.8,86.3,1,78,75,16.0,21.0,50,43.0,55000,,,87.0,10,36,14,15,10,15,15,79.8
34,Washington,Thurston,290536,13,30,8.0,14,75,17,32,427.0,16.0,6,101.0,74,385,36,47,15,6,94,72,4.8,12,3.9,237,9.5,6.4,69.0,Yes,16,79,33,21.2,17.9,3.3,6.3,1.0,1.8,9.4,74.1,1,65,88,11.0,18.0,37,25.0,77890,3.1,3.1,82.0,6,31,7,11,10,13,12,80.2
35,Washington,Wahkiakum,4488,16,35,5.6,22,12,19,25,,12.0,8,,67,290,42,40,16,8,92,51,6.7,20,4.4,123,9.0,4.9,112.0,No,14,85,49,17.1,33.0,0.5,1.8,0.2,1.7,5.7,86.5,1,87,81,,,64,,61123,3.0,2.8,,8,34,31,13,15,14,12,81.2
36,Washington,Walla Walla,60760,14,29,8.1,16,83,18,26,351.7,19.0,9,121.0,81,298,43,48,18,6,88,69,4.9,15,4.6,239,8.0,8.1,79.0,No,17,73,12,20.7,18.7,1.9,1.7,0.4,1.4,21.7,71.3,4,65,85,13.0,16.0,56,28.0,60202,2.5,2.7,92.0,9,33,5,12,12,13,13,80.3
37,Washington,Whatcom,229247,14,28,7.8,13,85,20,22,377.1,11.0,8,90.0,73,467,42,46,15,6,93,72,5.0,11,4.4,194,10.7,4.9,55.0,Yes,21,76,23,19.2,18.0,1.0,4.8,0.3,3.4,9.8,78.3,1,62,88,11.0,18.0,41,28.0,68656,2.7,2.9,90.0,8,29,7,12,8,13,13,81.3
38,Washington,Whitman,50104,15,27,7.4,17,76,18,31,992.9,3.0,6,60.0,38,154,43,56,16,5,95,85,4.3,14,6.7,181,9.0,8.4,50.0,No,23,61,17,15.0,10.7,2.2,8.4,0.3,0.9,6.5,78.4,2,44,84,8.0,14.0,34,38.0,45906,3.2,3.4,92.0,6,29,8,13,8,14,13,81.0
39,Washington,Yakima,250873,16,34,7.9,21,75,16,40,703.9,38.0,16,68.0,73,328,37,49,26,7,74,44,7.0,25,4.0,273,7.8,10.2,73.0,No,21,80,18,29.5,14.0,0.8,1.6,0.3,6.7,50.2,42.3,11,63,80,16.0,13.0,71,31.0,55674,2.7,2.7,89.0,16,34,5,13,12,15,16,77.9
