,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
30,30,New York,Nassau,1356924,12,24,9.7,20,99,19,17,349.3,7.0,5,143,124.0,314,45,55,13,8,91,76,3.4,7,4.5,144,8.2,8.5,43,Yes,21,68,46,21.4,18.2,11.7,10.9,0.1,0.5,17.5,58.5,5,81,90,2.0,7.0,29,51.0,117767,,,91.0,5,39,0,5,9,11,9,83.1,435,435,435,435,435
31,31,New York,New York,1628706,12,16,8.4,17,100,24,9,1034.3,10.0,6,137,186.0,901,39,49,16,8,87,84,3.5,17,9.1,586,13.1,9.0,38,No,24,6,70,14.3,17.0,12.4,12.8,0.2,1.2,25.6,47.2,9,24,85,2.0,8.0,66,50.0,93007,,,75.0,6,38,0,12,7,11,10,85.3,435,435,435,435,435
32,32,New York,Niagara,209281,23,32,8.2,28,84,20,9,470.4,18.0,4,43,51.0,126,44,46,18,8,91,67,5.0,17,4.8,395,10.4,8.5,68,No,13,86,32,19.9,19.5,7.1,1.1,0.1,1.2,3.3,84.9,1,71,80,7.0,13.0,48,53.0,56371,,,85.0,4,40,4,11,14,15,13,78.1,435,435,435,435,435
33,33,New York,Oneida,228671,21,33,8.1,25,88,19,36,396.4,22.0,5,74,56.0,173,51,50,19,8,88,63,4.3,19,4.6,283,10.7,6.3,69,Yes,15,82,20,21.3,19.2,6.2,4.1,0.1,0.4,6.2,81.3,3,67,81,6.0,11.0,54,62.0,56516,,,84.0,5,41,4,12,14,15,13,78.2,435,435,435,435,435
34,34,New York,Onondaga,460528,17,32,8.3,21,95,22,31,689.9,16.0,5,94,78.0,273,52,55,15,8,91,72,3.9,19,4.9,318,10.7,5.2,73,Yes,15,80,18,21.1,17.5,11.0,3.9,0.1,0.9,5.2,76.5,2,65,80,7.0,11.0,48,53.0,61597,,,84.0,5,37,4,11,11,14,11,79.7,435,435,435,435,435
35,35,New York,Ontario,109777,18,32,8.6,21,81,21,22,300.3,10.0,4,76,60.0,230,52,54,13,7,94,75,3.9,10,4.1,153,9.3,6.7,62,Yes,12,83,35,19.9,20.6,2.2,1.4,0.0,0.4,5.1,89.5,1,74,85,6.0,15.0,37,45.0,66754,,,91.0,4,36,5,9,11,13,10,80.0,435,435,435,435,435
36,36,New York,Orange,384940,17,29,8.6,26,88,21,24,409.2,14.0,5,70,71.0,246,43,53,17,7,90,63,3.8,18,4.8,245,7.3,6.2,58,Yes,22,75,44,25.5,14.3,10.6,3.0,0.1,0.9,21.6,62.7,4,67,80,6.0,9.0,43,38.0,83188,,,87.0,5,40,5,9,9,13,12,80.5,435,435,435,435,435
37,37,New York,Orleans,40352,25,37,8.0,32,76,20,9,400.2,24.0,5,7,22.0,62,43,47,21,7,88,54,4.7,19,4.1,172,12.1,7.2,57,No,14,79,38,19.3,18.4,5.7,0.6,0.1,0.8,5.1,86.3,1,76,81,7.0,12.0,50,32.0,53115,,,91.0,5,40,6,12,16,15,14,77.6,435,435,435,435,435
38,38,New York,Oswego,117124,24,37,8.0,26,66,22,33,276.8,20.0,5,40,44.0,148,52,49,18,7,88,59,5.4,25,4.3,212,9.3,6.3,67,No,15,82,38,20.9,16.8,1.0,0.7,0.0,0.5,2.7,93.7,0,74,84,6.0,15.0,43,26.0,57640,,,84.0,5,40,4,13,11,15,13,77.9,435,435,435,435,435
39,39,New York,Otsego,59493,20,29,7.9,23,67,23,29,366.1,7.0,6,115,55.0,200,47,53,16,7,92,66,4.2,19,4.6,148,12.7,6.3,65,No,16,75,30,15.7,21.7,2.1,1.5,0.1,0.3,3.8,91.0,1,72,79,7.0,12.0,40,35.0,52414,,,87.0,6,36,9,11,9,14,12,79.6,435,435,435,435,435
40,40,New York,Putnam,98320,15,23,9.2,19,88,22,32,188.3,3.0,4,50,60.0,370,42,54,13,7,93,69,3.7,6,3.9,48,7.9,8.0,50,No,17,78,60,19.4,18.0,2.9,2.3,0.1,0.5,16.4,77.1,2,82,92,3.0,8.0,24,21.0,105600,,,93.0,4,37,6,6,7,11,10,82.8,435,435,435,435,435
41,41,New York,Queens,2253858,14,24,8.9,28,98,16,17,596.1,13.0,10,65,77.0,172,34,44,19,8,82,65,3.5,14,4.9,598,4.8,7.0,34,No,32,32,62,20.0,16.3,17.9,26.9,0.2,1.3,28.2,24.9,15,45,83,2.0,6.0,71,49.0,72975,,,78.0,10,40,0,10,11,11,12,84.1,435,435,435,435,435
42,42,New York,Rensselaer,158714,20,30,8.4,21,66,25,20,503.4,14.0,4,48,45.0,171,44,52,15,8,92,71,3.8,15,4.4,305,8.3,6.9,52,No,14,80,32,19.3,17.5,7.1,2.8,0.1,0.3,5.2,82.6,1,63,85,4.0,11.0,42,52.0,70688,,,87.0,4,38,4,10,10,14,11,79.2,435,435,435,435,435
43,43,New York,Richmond,476143,19,29,9.0,26,100,19,14,357.3,10.0,5,98,68.0,236,40,46,17,8,89,70,3.9,14,5.4,598,4.3,7.2,48,No,24,56,52,21.8,16.7,9.4,10.9,0.1,0.7,18.6,59.6,5,69,82,3.0,7.0,58,42.0,86624,,,79.0,5,44,0,9,11,13,11,81.0,435,435,435,435,435
44,44,New York,Rockland,325789,15,23,8.7,24,97,18,9,336.0,12.0,5,88,102.0,277,44,54,16,6,88,63,3.6,22,5.3,121,10.8,8.5,42,No,27,71,41,28.4,15.9,11.2,6.2,0.1,0.6,18.4,62.7,8,68,82,3.0,7.0,41,44.0,99831,,,85.0,5,39,3,9,9,12,11,83.2,435,435,435,435,435
45,45,New York,St. Lawrence,107740,22,36,7.6,28,58,23,26,268.2,13.0,6,53,40.0,206,52,54,19,7,89,57,5.5,27,4.9,146,9.9,7.3,53,No,15,77,27,20.1,18.0,2.2,1.1,0.1,1.0,2.4,92.0,1,73,80,6.0,11.0,52,33.0,51742,,,85.0,6,38,7,13,12,15,14,78.9,435,435,435,435,435
