,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
36,36,Michigan,Iron,11066,24,29,7.6,27,88,21,50,251.7,26.0,8,63.0,36,117.0,45,36,20,9.0,91,56,5.5,22,4.4,189.0,11.7,5.3,113,No,12,82,20,16.8,31.2,0.4,0.5,0.0,1.6,2.4,93.9,0,81,68,,21.0,64,29.0,46814,2.9,3.1,,8,39,5.0,14,12,17,15,76.2,200,200,200,200,200
37,37,Michigan,Isabella,69872,23,36,7.7,19,76,21,38,403.9,9.0,9,47.0,60,275.0,45,46,21,8.0,91,65,3.8,21,5.5,252.0,7.8,7.7,54,No,21,78,18,17.4,13.2,2.5,1.8,0.0,4.1,4.1,85.2,1,62,77,7.0,11.0,46,30.0,46677,2.9,3.1,75.0,9,38,4.0,14,9,17,15,78.7,200,200,200,200,200
38,38,Michigan,Jackson,158510,22,35,7.4,25,72,19,25,598.8,25.0,7,44.0,68,295.0,46,52,18,9.0,91,61,3.8,18,4.3,476.0,9.6,8.8,64,No,14,85,29,21.3,18.3,7.9,0.9,0.1,0.4,3.6,84.6,0,73,81,13.0,17.0,55,47.0,56001,2.7,2.9,72.0,7,39,10.0,13,12,15,14,76.9,200,200,200,200,200
39,39,Michigan,Kalamazoo,265066,19,31,7.5,19,78,23,27,882.9,20.0,6,97.0,69,401.0,46,55,16,8.0,94,78,3.3,14,4.4,534.0,10.3,8.3,74,Yes,14,83,19,21.5,15.4,11.4,2.8,0.1,0.5,5.2,77.0,1,64,87,10.0,13.0,49,36.0,56739,2.9,3.0,78.0,6,39,9.0,13,10,15,13,79.1,200,200,200,200,200
40,40,Michigan,Kalkaska,18038,26,35,7.6,29,74,21,24,221.2,29.0,8,28.0,39,61.0,37,36,21,7.0,87,49,5.6,19,4.0,368.0,7.9,6.4,82,No,14,82,43,20.5,20.7,0.7,0.6,0.0,1.0,2.2,93.7,0,83,74,,18.0,67,11.0,47620,2.7,2.6,76.0,8,40,3.0,15,17,17,15,76.4,200,200,200,200,200
41,41,Michigan,Kent,656955,18,30,8.2,19,91,22,30,606.9,21.0,7,91.0,75,367.0,45,52,17,8.0,91,71,2.9,15,4.1,373.0,12.3,8.8,66,No,14,81,22,23.9,14.1,9.7,3.3,0.1,0.7,10.8,73.3,3,70,86,7.0,12.0,49,46.0,66560,3.0,3.1,81.0,7,36,5.0,11,9,14,13,80.0,200,200,200,200,200
42,42,Michigan,Keweenaw,2116,20,32,7.6,21,9,22,100,,,6,,0,,46,27,16,,96,56,6.9,15,4.1,206.0,0.0,4.5,121,No,16,79,33,14.3,38.1,0.4,0.1,0.0,0.4,1.7,96.1,0,88,72,,,74,,47318,,,,6,37,8.0,13,16,14,12,76.0,200,200,200,200,200
43,43,Michigan,Lake,11853,29,27,6.3,33,91,18,30,283.0,38.0,9,8.0,84,76.0,40,35,26,9.0,82,42,6.4,33,4.5,329.0,10.1,6.8,65,No,17,77,39,16.5,29.8,7.7,0.3,0.0,0.9,2.5,86.0,0,84,64,,19.0,95,36.0,38044,2.5,2.7,,9,42,8.0,19,10,19,18,76.9,200,200,200,200,200
44,44,Michigan,Lapeer,87607,22,33,8.3,22,58,23,24,210.9,14.0,8,34.0,53,146.0,40,46,18,7.0,91,61,5.4,13,3.9,187.0,9.9,8.7,65,No,13,85,54,20.3,18.9,1.1,0.7,0.0,0.5,4.7,91.7,1,84,81,14.0,17.0,47,31.0,66415,2.9,3.1,89.0,8,38,3.0,11,9,15,14,77.8,200,200,200,200,200
45,45,Michigan,Leelanau,21761,17,27,9.0,16,59,23,17,184.7,10.0,9,37.0,41,51.0,53,58,14,5.0,96,75,3.7,10,3.6,78.0,15.6,6.3,66,No,14,76,28,16.1,32.0,0.6,0.6,0.1,3.6,4.5,89.9,1,88,85,,11.0,43,41.0,72888,2.8,3.0,79.0,9,37,1.0,9,11,13,11,82.7,200,200,200,200,200
46,46,Michigan,Lenawee,98451,21,39,7.8,27,71,22,23,287.0,21.0,6,21.0,47,241.0,48,49,19,7.0,91,59,3.9,15,3.8,189.0,12.2,7.5,69,Yes,12,84,40,20.8,19.4,2.5,0.5,0.0,0.6,8.2,86.5,1,78,82,9.0,15.0,49,33.0,55466,2.9,3.1,87.0,6,39,8.0,12,13,15,14,78.3,200,200,200,200,200
47,47,Michigan,Livingston,191995,17,29,8.8,20,89,23,24,197.2,6.0,5,51.0,61,197.0,46,55,13,6.0,95,74,3.3,5,3.7,117.0,7.6,9.0,61,Yes,11,87,54,20.8,17.9,0.6,1.0,0.1,0.5,2.6,94.1,0,85,87,8.0,15.0,22,29.0,87827,3.2,3.3,89.0,5,34,5.0,8,8,13,11,80.9,200,200,200,200,200
48,48,Michigan,Luce,6229,25,32,7.3,19,70,21,50,298.8,28.0,8,111.0,48,144.0,53,18,22,11.0,88,53,6.2,24,3.7,389.0,14.3,5.4,88,No,13,79,10,16.1,21.1,12.0,0.2,0.1,5.6,1.7,77.2,0,79,73,,,60,3.0,45464,2.3,2.5,,8,41,4.0,16,8,16,15,78.2,200,200,200,200,200
49,49,Michigan,Mackinac,10799,25,44,6.3,34,89,20,33,242.7,18.0,12,74.0,93,176.0,44,23,21,8.0,91,59,9.3,23,4.1,274.0,16.7,6.1,98,No,15,66,32,15.7,28.6,3.4,0.9,0.0,16.5,2.0,72.6,1,72,74,,24.0,55,33.0,44986,2.7,2.9,,12,41,13.0,17,15,17,15,78.6,200,200,200,200,200
50,50,Michigan,Macomb,873972,22,32,8.0,24,95,19,26,406.3,13.0,6,54.0,89,195.0,42,51,17,9.0,90,68,4.2,12,4.2,293.0,5.6,7.5,88,No,14,87,45,20.8,17.4,12.4,4.3,0.0,0.3,2.8,78.0,3,73,86,10.0,16.0,49,39.0,65051,2.8,3.0,83.0,6,38,5.0,12,12,15,13,78.0,200,200,200,200,200
51,51,Michigan,Manistee,24558,22,31,7.8,20,90,22,27,114.6,32.0,8,53.0,69,134.0,46,43,19,7.0,90,56,5.5,19,3.8,260.0,12.2,5.5,104,No,12,80,24,17.2,26.3,3.4,0.4,0.1,2.3,3.5,88.6,0,83,78,17.0,26.0,69,25.0,50047,2.7,2.7,52.0,8,39,3.0,14,14,16,14,77.9,200,200,200,200,200
52,52,Michigan,Marquette,66699,20,34,7.8,18,84,23,42,464.6,10.0,6,108.0,90,397.0,50,52,17,7.0,95,72,4.8,13,4.1,193.0,15.6,5.4,82,No,14,80,17,17.8,19.6,1.7,0.9,0.0,2.0,1.6,91.9,0,71,80,15.0,24.0,40,28.0,54913,2.9,3.1,83.0,6,38,4.0,13,9,15,13,78.9,200,200,200,200,200
53,53,Michigan,Mason,29144,22,34,7.9,27,85,21,35,189.2,22.0,7,72.0,55,305.0,53,32,19,8.0,92,62,4.9,23,4.1,284.0,12.0,6.9,98,No,13,81,17,20.3,24.3,0.8,0.7,0.0,1.1,4.6,91.3,0,77,76,9.0,18.0,59,21.0,49869,2.9,3.0,80.0,7,38,3.0,14,14,16,14,78.4,200,200,200,200,200
54,54,Michigan,Mecosta,43453,24,38,7.0,25,68,21,40,336.5,13.0,8,57.0,48,129.0,43,37,20,7.0,90,58,4.7,24,4.8,587.0,11.3,7.5,63,Yes,16,79,29,18.5,18.6,2.7,0.9,0.0,0.8,2.4,91.1,0,73,77,10.0,15.0,58,32.0,47705,3.0,3.0,77.0,8,39,10.0,14,8,17,15,78.9,200,200,200,200,200
55,55,Michigan,Menominee,22780,23,33,7.0,27,72,21,36,225.6,24.0,7,30.0,61,127.0,53,35,19,5.0,93,57,4.0,17,4.0,222.0,10.9,6.5,86,No,10,78,26,17.6,25.6,0.6,0.5,0.0,3.1,2.0,92.5,0,78,74,16.0,22.0,56,39.0,49189,3.0,3.1,83.0,7,38,14.0,13,11,16,14,79.0,200,200,200,200,200
56,56,Michigan,Midland,83156,19,36,8.0,21,83,22,47,233.8,12.0,6,99.0,73,260.0,49,52,15,7.0,94,72,3.7,11,4.4,126.0,10.7,7.9,52,No,11,85,26,21.3,18.9,1.3,2.4,0.1,0.6,2.9,91.2,0,77,83,8.0,12.0,39,36.0,69859,3.1,3.3,87.0,6,37,6.0,11,10,14,12,80.8,200,200,200,200,200
57,57,Michigan,Missaukee,15118,25,38,7.8,26,67,20,17,340.0,30.0,9,13.0,13,26.0,44,50,20,6.0,90,51,4.8,17,3.8,210.0,9.3,4.9,56,No,14,79,25,22.9,20.7,0.5,0.7,0.0,0.8,3.0,93.8,0,80,76,,,57,6.0,51317,3.1,3.2,90.0,9,40,2.0,14,17,17,15,79.1,200,200,200,200,200
58,58,Michigan,Monroe,150500,21,39,8.1,26,79,23,41,253.3,18.0,5,33.0,44,165.0,43,49,17,7.0,91,65,3.9,14,4.2,240.0,8.1,7.7,85,No,12,86,37,21.1,18.8,2.5,0.7,0.0,0.4,3.7,91.0,0,80,81,9.0,16.0,42,30.0,64341,2.9,3.1,87.0,5,39,6.0,11,11,15,13,77.8,200,200,200,200,200
59,59,Michigan,Montcalm,63888,26,42,7.7,27,66,21,28,305.3,26.0,7,42.0,47,210.0,46,31,21,7.0,89,53,4.1,19,4.0,377.0,12.0,8.2,86,No,15,83,46,22.0,18.1,2.4,0.4,0.0,0.6,3.6,91.6,0,78,73,11.0,20.0,61,32.0,52089,2.8,3.0,69.0,7,44,4.0,14,14,17,15,77.3,200,200,200,200,200
60,60,Michigan,Montmorency,9328,26,34,7.3,23,72,21,75,64.9,22.0,8,76.0,64,150.0,46,33,21,7.0,87,51,8.3,25,3.7,81.0,11.9,6.4,106,No,13,82,37,14.8,32.8,0.5,0.3,0.0,0.8,1.4,95.4,0,84,72,22.0,26.0,67,32.0,40126,2.7,2.7,,8,39,1.0,17,19,17,15,77.5,200,200,200,200,200
61,61,Michigan,Muskegon,173566,25,37,6.5,25,77,20,17,743.8,31.0,6,59.0,69,220.0,47,52,20,10.0,91,59,4.3,17,4.3,440.0,10.5,8.3,88,No,14,84,23,22.9,17.6,13.7,0.7,0.0,1.0,5.8,76.4,0,75,79,14.0,17.0,61,64.0,50730,2.6,2.8,76.0,6,41,17.0,14,14,17,16,77.0,200,200,200,200,200
62,62,Michigan,Newaygo,48980,24,33,7.8,26,79,20,23,286.1,26.0,7,39.0,57,194.0,43,34,22,7.0,88,55,4.2,24,4.2,306.0,13.5,7.8,90,No,15,80,43,22.4,19.8,1.0,0.5,0.0,0.9,6.0,90.2,1,84,73,15.0,17.0,62,23.0,51772,2.6,2.7,82.0,7,40,2.0,14,13,17,16,77.9,200,200,200,200,200
63,63,Michigan,Oakland,1257584,16,25,8.4,19,94,22,25,351.4,9.0,6,141.0,110,359.0,44,51,14,8.0,94,82,3.4,9,4.7,178.0,8.0,7.9,56,No,13,86,43,20.7,17.3,13.7,8.2,0.0,0.3,4.3,71.5,2,71,89,8.0,13.0,32,50.0,81257,3.1,3.1,87.0,6,38,5.0,10,9,12,11,80.4,200,200,200,200,200
