,County Pair,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,% Enrolled in Free or Reduced Lunch,Median Household Income,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,Cig Tax Rate
171,Leon/Grady,-4.0,-5.0,0.40000000000000036,-15.0,29.0,4.0,6.0,655.1,-34.0,32.0,25.0,214.0,-7.0,0.0,-7.0,1.0,14.0,31.0,-0.2999999999999998,-7.0,-0.20000000000000018,545.0,3.0,-3.0,-28.0,0.0,6.0,1.0,-15.0,-6.199999999999999,-4.6,3.0,2.9000000000000004,-0.19999999999999998,-1.0,-5.3999999999999995,-1.5,-2.0,-11.0,18.0,-52.0,12478.0,-3.0,1.0,-3.0,-14.0,-2.0,-4.0,3.1000000000000085,0.117588507600137
172,Leon/Thomas,-2.0,-6.0,0.9000000000000004,-8.0,37.0,4.0,15.0,495.9000000000001,-27.0,-9.0,4.0,5.0,-8.0,-7.0,-5.0,-1.0,9.0,16.0,-0.8999999999999999,-3.0,0.20000000000000018,475.0,-2.4000000000000004,-3.299999999999999,-15.0,-1.0,0.0,0.0,1.0,-5.099999999999998,-4.799999999999999,-4.5,2.6,0.0,-0.3,2.8000000000000003,-1.7000000000000028,0.0,-8.0,9.0,-37.0,7103.0,-3.0,-6.0,-2.0,-4.0,-2.0,-3.0,4.1000000000000085,0.117588507600137
173,Madison/Brooks,4.0,5.0,-0.9000000000000004,5.0,29.0,1.0,-4.0,56.0,-9.0,-8.0,21.0,33.0,-1.0,-4.0,3.0,2.0,-4.0,-17.0,0.3999999999999999,-2.0,-1.2000000000000002,345.0,4.7,-1.4000000000000004,5.0,0.0,3.0,4.0,1.0,-3.200000000000003,1.1000000000000014,2.6999999999999957,-0.6000000000000001,-0.2,0.29999999999999993,-0.5,-1.6999999999999957,0.0,0.0,-8.0,-43.0,-1635.0,0.0,6.0,2.0,4.0,2.0,2.0,1.3999999999999915,0.117588507600137
174,Madison/Lowndes,7.0,0.0,-0.40000000000000036,3.0,-23.0,3.0,5.0,-439.09999999999997,1.0,-47.0,-27.0,-112.0,-2.0,-3.0,6.0,2.0,-6.0,-19.0,0.2999999999999998,4.0,-1.0,592.0,2.3000000000000007,1.1000000000000005,25.0,-1.0,3.0,0.0,21.0,-5.700000000000003,8.500000000000002,0.6999999999999957,-1.7000000000000002,-0.2,0.19999999999999996,-0.2999999999999998,1.6000000000000014,0.0,22.0,-7.0,-15.0,-8531.0,2.0,-1.0,3.0,-1.0,3.0,3.0,-0.6000000000000085,0.117588507600137
175,Nassau/Camden,1.0,-7.0,0.6000000000000005,-5.0,11.0,6.0,11.0,-105.30000000000001,-4.0,17.0,-1.0,9.0,3.0,9.0,-1.0,0.0,0.0,0.0,-0.7000000000000002,-7.0,0.0,-154.0,2.8000000000000007,0.3000000000000007,41.0,-1.0,0.0,1.0,19.0,-4.400000000000002,8.600000000000001,-12.8,-0.5,-0.1,-0.19999999999999996,-2.3999999999999995,17.299999999999997,1.0,17.0,3.0,0.0,14266.0,-1.0,-7.0,0.0,-1.0,1.0,1.0,-0.6000000000000085,0.117588507600137
176,Nassau/Charlton,-5.0,-6.0,1.1000000000000005,-10.0,-1.0,8.0,3.0,-184.8,-16.0,14.0,23.0,104.0,8.0,14.0,-9.0,-1.0,17.0,28.0,-0.8999999999999999,-25.0,-0.2999999999999998,-23.0,7.9,0.5999999999999996,10.0,-1.0,1.0,-3.0,-2.0,1.3999999999999986,7.0,-23.8,0.19999999999999996,0.0,-2.1,-0.7000000000000002,26.39999999999999,-4.0,9.0,22.0,-22.0,29927.0,-4.0,-1.0,-5.0,-3.0,-2.0,-3.0,0.8999999999999915,0.117588507600137
177,Okaloosa/Escambia,-5.0,-10.0,1.2000000000000002,-5.0,27.0,6.0,-2.0,51.0,-16.0,43.0,44.0,101.0,8.0,1.0,-10.0,-2.0,11.0,30.0,-0.7999999999999998,-11.0,-1.4000000000000004,-51.0,-6.300000000000001,-0.40000000000000036,-36.0,0.0,4.0,-8.0,5.0,-0.3000000000000007,-2.0,-21.2,2.9000000000000004,0.1,-3.2,7.1,12.700000000000003,2.0,-5.0,23.0,-23.0,20808.0,-4.0,3.0,-7.0,-7.0,-4.0,-5.0,4.599999999999994,0.07695133501066667
178,Walton/Geneva,-3.0,-9.0,0.7000000000000002,-10.0,46.0,5.0,4.0,-56.5,-11.0,25.0,38.0,50.0,1.0,-4.0,-7.0,0.0,9.0,13.0,-0.10000000000000009,-3.0,-0.6000000000000005,-52.0,1.700000000000001,-0.40000000000000036,-12.0,1.0,8.0,-9.0,1.0,-1.6000000000000014,-0.40000000000000213,-4.1,0.9999999999999999,0.1,-0.30000000000000004,2.3,0.4000000000000057,0.0,3.0,15.0,-7.0,19511.0,2.0,5.0,-6.0,-6.0,-3.0,-3.0,5.200000000000003,0.07695133501066667
179,Brooks/Jefferson,1.0,-4.0,-0.2999999999999998,2.0,-31.0,-5.0,13.0,-16.900000000000034,15.0,-2.0,-29.0,-9.0,6.0,8.0,3.0,0.0,3.0,16.0,0.10000000000000009,9.0,1.2000000000000002,-347.0,-2.8,1.3000000000000007,-23.0,0.0,3.0,-4.0,-21.0,5.0,-4.600000000000001,1.7000000000000028,0.40000000000000013,0.2,-0.09999999999999998,2.0,-4.100000000000001,0.0,-3.0,-6.0,54.0,-7638.0,3.0,-3.0,3.0,-2.0,1.0,2.0,-3.3999999999999915,-0.117588507600137
180,Brooks/Madison,-4.0,-5.0,0.9000000000000004,-5.0,-29.0,-1.0,4.0,-56.0,9.0,8.0,-21.0,-33.0,1.0,4.0,-3.0,-2.0,4.0,17.0,-0.3999999999999999,2.0,1.2000000000000002,-345.0,-4.7,1.4000000000000004,-5.0,0.0,-3.0,-4.0,-1.0,3.200000000000003,-1.1000000000000014,-2.6999999999999957,0.6000000000000001,0.2,-0.29999999999999993,0.5,1.6999999999999957,0.0,0.0,8.0,43.0,1635.0,0.0,-6.0,-2.0,-4.0,-2.0,-2.0,-1.3999999999999915,-0.117588507600137
181,Burke/Aiken,5.0,3.0,-1.0,4.0,-21.0,-5.0,11.0,62.700000000000045,8.0,5.0,-29.0,-100.0,-2.0,-21.0,7.0,2.0,-8.0,-11.0,2.1999999999999997,17.0,0.8000000000000007,167.0,-2.200000000000001,-0.3000000000000007,9.0,0.0,0.0,2.0,8.0,4.300000000000001,-3.8999999999999986,21.499999999999996,-0.6,0.0,-0.09999999999999998,-2.4000000000000004,-18.0,-1.0,-2.0,-7.0,34.0,-14192.0,7.0,-2.0,6.0,8.0,2.0,3.0,-2.5,-0.025674739214039524
182,Burke/Allendale,-2.0,2.0,0.8999999999999995,2.0,-14.0,-1.0,-4.0,-733.7,-11.0,-43.0,-33.0,-61.0,-2.0,7.0,-5.0,-1.0,0.0,9.0,-0.20000000000000018,-11.0,-2.0,138.0,3.0999999999999996,1.0999999999999996,17.0,-1.0,-4.0,4.0,5.0,6.699999999999999,-4.899999999999999,-26.0,-0.30000000000000004,0.0,0.09999999999999998,-0.20000000000000018,25.499999999999996,0.0,3.0,17.0,0.0,10485.0,-1.0,-7.0,-1.0,-1.0,-1.0,-2.0,1.5999999999999943,-0.025674739214039524
183,Burke/Barnwell,1.0,-2.0,-0.3000000000000007,1.0,-9.0,-1.0,-24.0,-47.299999999999955,-2.0,17.0,-16.0,-109.0,6.0,-3.0,1.0,0.0,0.0,-7.0,0.7999999999999998,-3.0,-0.8999999999999995,-110.0,-8.0,0.6999999999999993,19.0,0.0,-2.0,0.0,2.0,2.0,-2.8999999999999986,2.8999999999999986,-0.4,0.1,-0.19999999999999996,0.7999999999999998,-3.0,0.0,1.0,7.0,0.0,5957.0,1.0,4.0,0.0,3.0,0.0,0.0,0.4000000000000057,-0.025674739214039524
184,Carroll/Randolph,-2.0,2.0,0.10000000000000053,1.0,8.0,3.0,-26.0,18.0,-11.0,25.0,17.0,123.0,6.0,12.0,-3.0,-1.0,5.0,8.0,0.3999999999999999,-6.0,-0.5,115.0,0.0,0.40000000000000036,-13.0,0.0,2.0,-7.0,-1.0,2.5,-7.099999999999998,0.0,0.5,0.0,0.0,4.2,-5.0,2.0,-10.0,12.0,-4.0,16271.0,3.0,4.0,-2.0,0.0,-2.0,-2.0,1.7000000000000028,-0.04063717258947033
185,Charlton/Nassau,5.0,6.0,-1.1000000000000005,10.0,1.0,-8.0,-3.0,184.8,16.0,-14.0,-23.0,-104.0,-8.0,-14.0,9.0,1.0,-17.0,-28.0,0.8999999999999999,25.0,0.2999999999999998,23.0,-7.9,-0.5999999999999996,-10.0,1.0,-1.0,3.0,2.0,-1.3999999999999986,-7.0,23.8,-0.19999999999999996,0.0,2.1,0.7000000000000002,-26.39999999999999,4.0,-9.0,-22.0,22.0,-29927.0,4.0,1.0,5.0,3.0,2.0,3.0,-0.8999999999999915,-0.117588507600137
186,Chatham/Jasper,-6.0,-7.0,-0.40000000000000036,-1.0,38.0,4.0,-4.0,167.20000000000005,-24.0,69.0,23.0,86.0,4.0,8.0,-5.0,0.0,8.0,28.0,0.7999999999999998,-7.0,0.20000000000000018,130.0,5.1000000000000005,-0.5,-29.0,0.0,1.0,-1.0,-29.0,1.0,-4.100000000000001,0.5999999999999943,2.0,0.0,-0.4,-7.2,4.0,-3.0,-17.0,17.0,-30.0,6332.0,-3.0,2.0,1.0,-7.0,-3.0,-3.0,0.7999999999999972,-0.025674739214039524
187,Chattooga/DeKalb,1.0,4.0,0.2999999999999998,-9.0,-4.0,4.0,0.0,160.5,19.0,-31.0,11.0,5.0,1.0,0.0,-2.0,0.0,-1.0,-10.0,2.2,-6.0,-0.5,-176.0,0.6000000000000014,2.2,-9.0,0.0,5.0,1.0,8.0,-1.5,0.0,8.0,0.09999999999999998,-0.3,-1.5,-9.6,2.700000000000003,-1.0,-4.0,-2.0,4.0,-2716.0,2.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-0.04063717258947033
188,Clinch/Columbia,3.0,9.0,-0.7999999999999998,-15.0,-62.0,-5.0,-20.0,56.0,13.0,-32.0,-45.0,-212.0,-8.0,-9.0,8.0,1.0,-17.0,-3.0,0.6999999999999997,9.0,5.8,-98.0,8.8,0.3000000000000007,-35.0,0.0,3.0,1.0,-17.0,3.6000000000000014,-2.5,8.8,-0.6,0.0,0.30000000000000004,-0.9000000000000004,-7.3999999999999915,-1.0,4.0,-32.0,30.0,-4159.0,1.0,-2.0,6.0,3.0,3.0,5.0,-2.6000000000000085,-0.117588507600137
189,Columbia/Edgefield,-4.0,-5.0,0.6000000000000014,-5.0,33.0,1.0,-6.0,-226.7,-16.0,67.0,29.0,28.0,-2.0,-1.0,-7.0,-1.0,10.0,28.0,0.20000000000000018,-14.0,-2.5999999999999996,-47.0,-2.5999999999999996,1.3000000000000007,-13.0,1.0,-3.0,4.0,-5.0,7.300000000000001,-5.399999999999999,-16.6,3.6999999999999997,0.1,-0.09999999999999998,0.8999999999999995,10.200000000000003,0.0,6.0,16.0,-22.0,35694.0,0.0,-1.0,-2.0,-9.0,-3.0,-4.0,-0.09999999999999432,-0.025674739214039524
190,Columbia/McCormick,-6.0,-5.0,0.7000000000000011,-2.0,-20.0,2.0,-1.0,-119.0,-16.0,72.0,44.0,24.0,-13.0,-1.0,-8.0,-3.0,10.0,29.0,-0.10000000000000009,-26.0,-1.2999999999999998,-188.0,-5.800000000000001,0.6000000000000014,-60.0,0.0,0.0,0.0,-12.0,13.700000000000001,-21.6,-26.4,3.6999999999999997,0.1,0.30000000000000004,5.699999999999999,14.800000000000004,2.0,3.0,13.0,-69.0,39640.0,-3.0,2.0,-4.0,-9.0,-3.0,-4.0,8.0,-0.025674739214039524
191,Dade/Jackson,-2.0,2.0,1.0,-3.0,29.0,3.0,3.0,6.5,-12.0,-17.0,-6.0,-17.0,-3.0,-2.0,-5.0,0.0,-2.0,6.0,0.0,-3.0,-0.8000000000000007,16.0,-1.6999999999999993,-0.40000000000000036,-25.0,-1.0,1.0,-8.0,6.0,-1.5,-0.3999999999999986,-1.9999999999999998,0.5000000000000001,0.0,-1.1,-0.8000000000000003,4.299999999999997,0.0,-5.0,4.0,-2.0,1664.0,-4.0,-1.0,-4.0,8.0,-3.0,-3.0,2.4000000000000057,-0.04063717258947033
192,Early/Houston,2.0,7.0,-0.10000000000000053,-4.0,-8.0,1.0,-6.0,399.5,9.0,-22.0,-37.0,-83.0,-14.0,-11.0,4.0,4.0,-6.0,-3.0,0.8999999999999999,13.0,0.5,289.0,3.0,2.0999999999999996,20.0,0.0,6.0,-3.0,12.0,2.0,1.1999999999999993,24.299999999999997,-0.40000000000000013,0.0,0.09999999999999998,-1.1,-21.89999999999999,-1.0,-2.0,-26.0,34.0,-10127.0,4.0,-1.0,1.0,-4.0,0.0,2.0,-3.0999999999999943,-0.04063717258947033
193,Effingham/Hampton,-3.0,-4.0,0.9000000000000004,-6.0,18.0,3.0,5.0,-245.10000000000002,-13.0,-8.0,-12.0,-39.0,-1.0,13.0,-10.0,-4.0,7.0,19.0,0.19999999999999973,-20.0,0.2999999999999998,-605.0,-3.4000000000000004,0.3999999999999986,-22.0,0.0,2.0,2.0,10.0,5.199999999999999,-6.9,-38.1,0.5000000000000001,0.0,-0.09999999999999998,0.7000000000000002,36.300000000000004,-1.0,0.0,12.0,-61.0,34068.0,-4.0,-5.0,-3.0,-11.0,-3.0,-4.0,3.299999999999997,-0.025674739214039524
194,Effingham/Jasper,-3.0,-1.0,0.5999999999999996,7.0,11.0,2.0,3.0,-278.29999999999995,-24.0,2.0,-33.0,-29.0,0.0,2.0,-7.0,-1.0,6.0,17.0,0.3999999999999999,-17.0,-0.6000000000000001,-200.0,0.7000000000000002,0.3999999999999986,-34.0,-1.0,-7.0,9.0,-1.0,6.599999999999998,-8.200000000000001,-25.700000000000003,0.20000000000000007,0.0,-0.4,-9.0,33.900000000000006,-3.0,4.0,13.0,-56.0,20838.0,-4.0,0.0,-3.0,-11.0,-2.0,-3.0,-0.9000000000000057,-0.025674739214039524
195,Elbert/Abbeville,0.0,7.0,-1.4000000000000004,11.0,-4.0,-1.0,3.0,-189.49999999999994,8.0,-6.0,19.0,-25.0,-10.0,-2.0,2.0,1.0,-4.0,-13.0,0.6000000000000001,8.0,-0.40000000000000036,18.0,-1.3000000000000007,0.09999999999999964,0.0,-1.0,3.0,4.0,-20.0,1.8999999999999986,-1.0999999999999979,0.9000000000000021,0.6,0.1,0.2,4.4,-5.500000000000007,1.0,-3.0,-9.0,16.0,-5537.0,-3.0,13.0,1.0,-2.0,0.0,1.0,-1.1000000000000085,-0.025674739214039524
196,Elbert/Anderson,3.0,9.0,-1.2000000000000002,10.0,3.0,0.0,10.0,-236.99999999999994,4.0,-22.0,-13.0,-133.0,-20.0,-20.0,5.0,1.0,-7.0,-19.0,1.2999999999999998,11.0,0.2999999999999998,-241.0,-2.4000000000000004,-0.6999999999999993,-8.0,0.0,4.0,-4.0,-6.0,-1.0,3.0,12.3,0.0,0.1,0.2,2.0,-13.699999999999996,1.0,0.0,-17.0,28.0,-13534.0,2.0,3.0,4.0,0.0,1.0,3.0,-1.2000000000000028,-0.025674739214039524
197,Elbert/McCormick,1.0,6.0,-1.5999999999999996,10.0,-41.0,0.0,13.0,-21.30000000000001,8.0,15.0,20.0,-27.0,-19.0,-15.0,1.0,-1.0,-5.0,-1.0,0.8999999999999999,-3.0,0.20000000000000018,119.0,-2.3000000000000007,0.3000000000000007,-26.0,-1.0,7.0,-5.0,-21.0,10.299999999999999,-14.3,-15.999999999999996,0.4,0.0,0.4,4.6,10.799999999999997,2.0,-5.0,-11.0,-17.0,-7683.0,-1.0,13.0,2.0,-3.0,2.0,2.0,2.5999999999999943,-0.025674739214039524
198,Fannin/Cherokee,-3.0,-2.0,0.5,0.0,-19.0,0.0,-20.0,-42.900000000000006,2.0,7.0,-12.0,-67.0,-1.0,3.0,-2.0,-1.0,0.0,-6.0,-1.2000000000000002,-6.0,-0.09999999999999964,-89.0,2.9000000000000004,-0.6999999999999993,-6.0,0.0,-1.0,-2.0,5.0,-0.3000000000000007,0.10000000000000142,-0.5999999999999999,-0.09999999999999998,-0.1,-1.2000000000000002,-0.6999999999999997,3.3000000000000114,-1.0,0.0,9.0,-20.0,5216.0,-2.0,-3.0,-1.0,0.0,-1.0,-1.0,1.5,-0.010486084354828729
199,Franklin/Oconee,4.0,-5.0,-0.2999999999999998,4.0,-30.0,-3.0,-27.0,-42.0,0.0,-31.0,-31.0,-18.0,-20.0,-2.0,3.0,1.0,-3.0,-8.0,0.7000000000000002,6.0,0.5,-225.0,-0.1999999999999993,3.5999999999999996,0.0,1.0,1.0,0.0,8.0,2.0,-4.400000000000002,1.7999999999999998,0.4999999999999999,0.1,0.0,-1.0,-1.1999999999999886,0.0,-7.0,-7.0,4.0,-4549.0,3.0,-7.0,5.0,1.0,1.0,2.0,-2.3999999999999915,-0.025674739214039524
200,Grady/Leon,4.0,5.0,-0.40000000000000036,15.0,-29.0,-4.0,-6.0,-655.1,34.0,-32.0,-25.0,-214.0,7.0,0.0,7.0,-1.0,-14.0,-31.0,0.2999999999999998,7.0,0.20000000000000018,-545.0,-3.0,3.0,28.0,0.0,-6.0,-1.0,15.0,6.199999999999999,4.6,-3.0,-2.9000000000000004,0.19999999999999998,1.0,5.3999999999999995,1.5,2.0,11.0,-18.0,52.0,-12478.0,3.0,-1.0,3.0,14.0,2.0,4.0,-3.1000000000000085,-0.117588507600137
201,Habersham/Oconee,1.0,-2.0,-0.20000000000000018,2.0,9.0,-3.0,-6.0,-24.69999999999999,-7.0,-9.0,-3.0,-51.0,-15.0,-7.0,1.0,-1.0,-5.0,-12.0,0.7000000000000002,0.0,0.0,-189.0,-4.1,3.0,-28.0,0.0,2.0,-1.0,4.0,2.5,-4.800000000000001,-3.6999999999999997,1.4,0.3,0.7000000000000001,9.7,-7.199999999999989,4.0,5.0,-4.0,9.0,-944.0,1.0,3.0,0.0,-5.0,0.0,0.0,1.2999999999999972,-0.025674739214039524
202,Harris/Lee,-3.0,0.0,2.2,0.0,-53.0,2.0,-5.0,-158.0,-1.0,-13.0,-16.0,-74.0,5.0,-1.0,-6.0,0.0,1.0,-3.0,0.3999999999999999,-3.0,-2.0,-292.0,1.5,-0.5,2.0,0.0,-9.0,3.0,11.0,0.1999999999999993,6.9,-6.300000000000001,-3.0,0.0,0.09999999999999998,0.19999999999999973,8.799999999999997,-1.0,26.0,1.0,-10.0,19892.0,-2.0,-12.0,-6.0,6.0,-3.0,-3.0,1.5,-0.04063717258947033
203,Hart/Anderson,4.0,-3.0,-0.20000000000000018,-3.0,22.0,0.0,5.0,-284.29999999999995,1.0,-35.0,-17.0,-146.0,-15.0,0.0,4.0,0.0,-4.0,-13.0,0.7999999999999998,2.0,0.0,-253.0,-1.0,-0.5999999999999996,-32.0,0.0,3.0,-1.0,-4.0,-2.0,3.8000000000000007,2.8999999999999986,0.19999999999999996,0.0,-0.09999999999999998,-0.20000000000000018,-2.5,0.0,3.0,-7.0,4.0,-3849.0,2.0,-4.0,3.0,-4.0,1.0,2.0,2.1000000000000085,-0.025674739214039524
204,Hart/Oconee,4.0,-1.0,-0.2999999999999998,3.0,10.0,-4.0,-7.0,-58.69999999999999,-3.0,-23.0,-25.0,-68.0,-19.0,-1.0,3.0,1.0,-4.0,-10.0,0.7000000000000002,1.0,0.0,-23.0,-2.5999999999999996,3.5999999999999996,-49.0,0.0,2.0,1.0,-4.0,0.8999999999999986,-1.5,11.599999999999998,0.29999999999999993,0.0,-0.2,-2.0,-9.5,0.0,2.0,-5.0,9.0,-1593.0,3.0,0.0,2.0,-3.0,1.0,1.0,2.1000000000000085,-0.025674739214039524
205,Lincoln/McCormick,0.0,-14.0,-0.5,1.0,-8.0,1.0,-8.0,-68.20000000000005,-3.0,-7.0,2.0,-25.0,-9.0,-1.0,-1.0,-2.0,-1.0,6.0,0.7999999999999998,-7.0,1.2000000000000002,178.0,2.3999999999999986,-0.1999999999999993,-29.0,-1.0,4.0,2.0,5.0,7.200000000000001,-11.100000000000001,-15.499999999999996,-0.09999999999999998,0.0,0.5,0.7000000000000002,14.100000000000001,0.0,-2.0,-18.0,-33.0,-3346.0,0.0,2.0,2.0,1.0,1.0,1.0,5.599999999999994,-0.025674739214039524
206,Lowndes/Madison,-7.0,0.0,0.40000000000000036,-3.0,23.0,-3.0,-5.0,439.09999999999997,-1.0,47.0,27.0,112.0,2.0,3.0,-6.0,-2.0,6.0,19.0,-0.2999999999999998,-4.0,1.0,-592.0,-2.3000000000000007,-1.1000000000000005,-25.0,1.0,-3.0,0.0,-21.0,5.700000000000003,-8.500000000000002,-0.6999999999999957,1.7000000000000002,0.2,-0.19999999999999996,0.2999999999999998,-1.6000000000000014,0.0,-22.0,7.0,15.0,8531.0,-2.0,1.0,-3.0,1.0,-3.0,-3.0,0.6000000000000085,-0.117588507600137
207,Muscogee/Russell,-3.0,-1.0,-0.2999999999999998,-5.0,24.0,4.0,9.0,280.9,3.0,81.0,31.0,267.0,0.0,-2.0,-4.0,1.0,4.0,4.0,1.6,0.0,-0.20000000000000018,62.0,1.0999999999999996,-1.3000000000000007,-19.0,0.0,3.0,-7.0,-21.0,0.5999999999999979,-1.1000000000000014,2.0,1.9,-0.09999999999999998,-0.19999999999999996,1.9000000000000004,-6.199999999999996,0.0,-12.0,7.0,8.0,3365.0,1.0,6.0,-1.0,-2.0,-3.0,-2.0,0.5999999999999943,-0.04063717258947033
208,Rabun/Clay,-1.0,12.0,0.10000000000000053,-8.0,0.0,0.0,14.0,126.60000000000002,-3.0,17.0,-30.0,-6.0,-10.0,-1.0,1.0,0.0,-3.0,-19.0,-1.0,-5.0,-0.2999999999999998,-118.0,0.40000000000000036,-0.29999999999999893,2.0,0.0,-2.0,-4.0,-5.0,-0.09999999999999787,-3.799999999999997,0.19999999999999996,0.6,0.0,-0.19999999999999996,4.0,-4.400000000000006,1.0,-4.0,-3.0,11.0,-477.0,1.0,-1.0,0.0,7.0,0.0,0.0,2.299999999999997,-0.010486084354828729
209,Rabun/Jackson,-1.0,10.0,0.9000000000000004,-6.0,0.0,0.0,12.0,-149.39999999999998,12.0,-21.0,-7.0,-311.0,0.0,-1.0,2.0,0.0,-4.0,-24.0,-0.5999999999999996,-4.0,-0.2999999999999998,-88.0,-0.5999999999999996,-0.7999999999999989,18.0,-1.0,0.0,-3.0,6.0,0.20000000000000284,8.200000000000003,-0.8,-0.10000000000000009,0.1,-8.6,1.7000000000000002,7.5,-1.0,10.0,3.0,7.0,-1120.0,1.0,-11.0,1.0,3.0,1.0,1.0,0.20000000000000284,-0.010486084354828729
210,Rabun/Macon,0.0,8.0,0.20000000000000018,0.0,0.0,0.0,3.0,34.5,-3.0,3.0,-15.0,-112.0,-5.0,-1.0,2.0,-1.0,-4.0,-16.0,-0.3999999999999999,-2.0,0.0,16.0,-2.3000000000000007,-0.5999999999999996,-9.0,0.0,3.0,-5.0,2.0,-1.7999999999999972,-0.7999999999999972,-0.09999999999999987,0.0,0.0,-0.4,0.5,-0.5,-1.0,1.0,-1.0,6.0,360.0,3.0,-3.0,0.0,-2.0,1.0,1.0,0.7999999999999972,-0.010486084354828729
211,Rabun/Oconee,1.0,5.0,0.10000000000000053,0.0,36.0,-2.0,-5.0,-62.89999999999998,-7.0,14.0,-11.0,37.0,-23.0,-8.0,1.0,0.0,0.0,-15.0,0.7000000000000002,1.0,-0.40000000000000036,-244.0,-1.5,2.4000000000000004,-5.0,0.0,2.0,-7.0,-3.0,-3.1999999999999993,4.5,-6.0,0.09999999999999998,0.1,0.09999999999999998,2.1000000000000005,4.0,0.0,1.0,-1.0,15.0,-5601.0,0.0,-7.0,3.0,-1.0,0.0,0.0,2.4000000000000057,-0.025674739214039524
212,Richmond/Aiken,2.0,0.0,-2.3,1.0,5.0,-3.0,-14.0,653.0,10.0,71.0,168.0,156.0,-10.0,-14.0,6.0,2.0,-4.0,2.0,1.6,15.0,0.5,-24.0,0.5,-0.8000000000000007,-2.0,0.0,7.0,-5.0,-13.0,1.3000000000000007,-5.399999999999999,31.8,0.6000000000000001,0.1,-0.19999999999999996,-0.8000000000000007,-32.099999999999994,-1.0,-20.0,-3.0,28.0,-12014.0,6.0,11.0,6.0,1.0,1.0,2.0,-2.4000000000000057,-0.025674739214039524
213,Richmond/Edgefield,1.0,-2.0,-2.3999999999999995,-3.0,30.0,-1.0,-12.0,772.7,11.0,65.0,184.0,251.0,-7.0,-9.0,3.0,3.0,1.0,14.0,1.7000000000000002,13.0,-1.0,330.0,0.7000000000000011,0.5,27.0,0.0,7.0,-3.0,-16.0,4.899999999999999,-4.899999999999999,22.1,1.2000000000000002,0.1,-0.09999999999999998,-1.1000000000000005,-23.5,-1.0,-21.0,8.0,41.0,-7781.0,5.0,14.0,6.0,-4.0,1.0,1.0,-6.5,-0.025674739214039524
214,Screven/Allendale,-2.0,-5.0,0.5999999999999996,6.0,-6.0,1.0,-17.0,-812.7,-2.0,-65.0,-25.0,-79.0,-12.0,7.0,-7.0,-2.0,3.0,11.0,0.10000000000000053,-14.0,-2.2,-140.0,5.5,0.40000000000000036,-7.0,-1.0,0.0,2.0,4.0,2.1999999999999993,-1.3999999999999986,-31.799999999999997,-0.20000000000000007,-0.1,0.09999999999999998,-1.2000000000000002,32.5,-1.0,5.0,16.0,-20.0,10184.0,-3.0,-3.0,-2.0,-8.0,-2.0,-3.0,2.6999999999999886,-0.025674739214039524
215,Screven/Hampton,1.0,-8.0,-0.7999999999999998,-2.0,10.0,0.0,4.0,-74.39999999999998,9.0,-17.0,-5.0,-47.0,-9.0,3.0,-3.0,-2.0,2.0,7.0,2.7,1.0,1.6,-381.0,-0.3000000000000007,0.5,-14.0,0.0,8.0,0.0,-1.0,0.0,0.6999999999999993,-11.600000000000001,0.09999999999999998,-0.1,0.0,-1.7000000000000002,13.399999999999999,-2.0,-3.0,2.0,-20.0,4771.0,0.0,-1.0,4.0,-4.0,-1.0,-1.0,1.8999999999999915,-0.025674739214039524
216,Seminole/Gadsden,-1.0,0.0,0.40000000000000036,-12.0,-15.0,-1.0,-25.0,-445.4000000000001,14.0,88.0,27.0,-106.0,-4.0,-1.0,-4.0,1.0,6.0,11.0,0.3000000000000007,5.0,1.0,-100.0,2.1999999999999993,0.09999999999999964,12.0,0.0,6.0,-4.0,-24.0,-0.8000000000000007,4.5,-22.199999999999996,0.20000000000000007,-0.1,-0.3,-7.300000000000001,28.9,-3.0,-8.0,3.0,14.0,-4357.0,-1.0,-4.0,-1.0,-11.0,-2.0,-2.0,-2.299999999999997,-0.117588507600137
