,County Pair,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,% Enrolled in Free or Reduced Lunch,Median Household Income,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,Cig Tax Rate
47,Mohave/Clark,7.0,4.0,-2.2,9.0,-38.0,4.0,-4.0,-362.59999999999997,6.0,-4.0,-20.0,-134.0,8.0,3.0,1.0,-2.0,0.0,-10.0,1.7000000000000002,9.0,-0.20000000000000018,-536.0,1.9000000000000004,-4.200000000000001,53.0,0.0,-3.0,0.0,-15.0,-6.300000000000001,16.0,-10.8,-9.200000000000001,-0.7,1.8,-14.700000000000003,35.0,-5.0,15.0,-3.0,-6.0,-12419.0,0.0,16.0,4.0,3.0,1.0,1.0,-3.0,0.016263956950013064
48,Mohave/Lincoln,4.0,3.0,0.20000000000000018,2.0,5.0,-2.0,4.0,105.5,19.0,15.0,25.0,33.0,18.0,5.0,5.0,1.0,0.0,-4.0,1.7000000000000002,11.0,0.6999999999999997,182.0,5.4,2.0999999999999996,24.0,1.0,6.0,2.0,4.0,-3.0,5.800000000000001,-1.9,0.5,-0.2,1.1,9.099999999999998,-7.799999999999997,2.0,-6.0,4.0,8.0,-9070.0,2.0,-12.0,5.0,3.0,0.0,2.0,-7.099999999999994,0.016263956950013064
49,Mohave/Kane,13.0,3.0,-1.3999999999999995,13.0,1.0,9.0,-3.0,153.0,11.0,14.0,19.0,-131.0,6.0,0.0,8.0,0.0,-6.0,-33.0,2.8000000000000003,15.0,-0.10000000000000053,-90.0,5.4,1.7999999999999998,21.0,0.0,7.0,1.0,14.0,-6.900000000000002,7.700000000000003,0.5000000000000001,0.19999999999999996,0.0,1.3,12.2,-13.899999999999991,2.0,-8.0,2.0,20.0,-6175.0,5.0,7.0,4.0,5.0,2.0,3.0,-3.799999999999997,0.029836496001909518
50,Mohave/Washington,14.0,7.0,-1.7000000000000002,15.0,-22.0,10.0,-1.0,-32.900000000000034,14.0,-3.0,-23.0,-208.0,-3.0,-8.0,7.0,0.0,-7.0,-20.0,2.7,15.0,0.2999999999999998,67.0,2.1000000000000005,1.3999999999999995,51.0,0.0,0.0,2.0,6.0,-8.900000000000002,9.100000000000001,0.40000000000000013,0.19999999999999996,-0.7,1.3,5.999999999999998,-7.099999999999994,0.0,-1.0,-6.0,24.0,-14676.0,6.0,11.0,4.0,5.0,2.0,3.0,-6.0,0.029836496001909518
51,Navajo/San Juan,4.0,-6.0,0.5999999999999996,4.0,19.0,5.0,-9.0,429.5,12.0,-4.0,-29.0,-60.0,13.0,17.0,2.0,2.0,-2.0,-6.0,2.2,9.0,-0.39999999999999947,188.0,6.8,1.2999999999999998,19.0,0.0,4.0,-4.0,-3.0,-3.0,3.9000000000000004,0.4,0.0,0.1,-3.299999999999997,5.7,-2.6999999999999957,-1.0,-12.0,10.0,-36.0,-8762.0,-3.0,-9.0,1.0,1.0,0.0,0.0,-2.5,0.029836496001909518
52,Yuma/Imperial,1.0,5.0,0.09999999999999964,-3.0,15.0,-2.0,2.0,-16.700000000000045,3.0,20.0,-3.0,-93.0,3.0,7.0,-3.0,0.0,3.0,3.0,-1.9000000000000021,-1.0,-1.5999999999999996,-36.0,-0.40000000000000036,-4.199999999999999,6.0,0.0,-8.0,1.0,-1.0,-3.3999999999999986,6.0,-0.5,-0.6000000000000001,0.09999999999999998,-0.20000000000000018,-20.400000000000006,20.1,-7.0,9.0,0.0,-2.0,-1078.0,0.0,1.0,0.0,3.0,-1.0,-1.0,1.0,-0.06410887030660767
53,Ashley/Morehouse,-2.0,-1.0,0.40000000000000036,12.0,-24.0,-1.0,1.0,-564.5999999999999,-10.0,9.0,-7.0,-278.0,2.0,3.0,0.0,-2.0,3.0,8.0,-2.9000000000000004,-15.0,0.0,-250.0,-1.6000000000000014,-0.6999999999999993,-24.0,0.0,-2.0,-7.0,-15.0,-1.8000000000000007,1.5,-23.400000000000002,-0.2,0.0,0.6000000000000001,4.2,19.5,2.0,10.0,8.0,0.0,12822.0,-4.0,-3.0,0.0,1.0,-1.0,0.0,3.5999999999999943,0.0004922130359545918
54,Ashley/Union,1.0,4.0,-1.1999999999999993,9.0,10.0,-4.0,-6.0,-14.299999999999955,1.0,31.0,32.0,-33.0,-6.0,0.0,5.0,1.0,-3.0,13.0,-0.39999999999999947,-6.0,-0.5,50.0,3.3000000000000007,-1.0,20.0,0.0,2.0,0.0,-33.0,0.8999999999999986,-0.20000000000000284,-0.40000000000000213,0.0,0.0,0.20000000000000007,0.7999999999999998,-0.5999999999999943,1.0,-5.0,6.0,10.0,3127.0,-2.0,3.0,5.0,-6.0,1.0,2.0,-1.0,0.0004922130359545918
55,Baxter/Ozark,-5.0,3.0,2.5,-4.0,26.0,1.0,3.0,101.5,4.0,52.0,8.0,266.0,14.0,12.0,-5.0,-2.0,7.0,12.0,-1.7999999999999998,-19.0,-0.7999999999999998,39.0,1.0,0.40000000000000036,12.0,-1.0,-2.0,9.0,-41.0,-1.3999999999999986,1.8000000000000007,0.2,0.3,0.1,-0.30000000000000004,0.6000000000000001,-0.6000000000000085,0.0,-2.0,7.0,-14.0,5931.0,-5.0,-24.0,-3.0,7.0,-3.0,-3.0,0.29999999999999716,0.12695468673247085
56,Benton/Barry,-6.0,-9.0,0.6999999999999993,-11.0,28.0,1.0,-1.0,101.20000000000002,-12.0,-4.0,9.0,156.0,3.0,17.0,-4.0,0.0,5.0,15.0,-0.8999999999999999,-18.0,-0.09999999999999964,33.0,-5.799999999999999,0.9000000000000004,-34.0,1.0,-4.0,6.0,-7.0,3.3000000000000007,-7.4,1.3,1.8000000000000003,0.49999999999999994,0.5999999999999999,7.200000000000001,-11.900000000000006,0.0,-7.0,3.0,-20.0,23620.0,-3.0,0.0,-3.0,-3.0,-3.0,-3.0,3.6000000000000085,0.12695468673247085
57,Benton/McDonald,-9.0,-3.0,0.39999999999999947,1.0,25.0,0.0,8.0,-40.5,-23.0,47.0,14.0,216.0,9.0,19.0,-7.0,-1.0,11.0,27.0,-0.6999999999999997,-17.0,0.30000000000000027,-310.0,1.0,0.6999999999999993,-37.0,0.0,-5.0,6.0,-18.0,0.3999999999999986,-2.0,0.0,2.6,-2.0999999999999996,-1.3000000000000003,5.700000000000001,-4.200000000000003,-1.0,-2.0,16.0,-31.0,31160.0,-3.0,2.0,-2.0,1.0,-4.0,-4.0,5.200000000000003,0.12695468673247085
58,Benton/Adair,-13.0,-12.0,1.5,1.0,49.0,6.0,-2.0,-215.2,-34.0,33.0,13.0,8.0,14.0,5.0,-13.0,0.0,8.0,29.0,-1.6,-21.0,-0.8999999999999995,-179.0,-0.1999999999999993,0.40000000000000036,-39.0,1.0,-5.0,1.0,-16.0,-1.0,-2.200000000000001,1.3,3.4000000000000004,0.6,-44.2,10.000000000000002,33.199999999999996,2.0,-2.0,20.0,-44.0,31186.0,-10.0,1.0,-8.0,-10.0,-8.0,-9.0,6.700000000000003,-0.10121198440594775
59,Benton/Delaware,-6.0,-1.0,1.3999999999999995,-10.0,30.0,4.0,-2.0,-49.5,-15.0,11.0,-2.0,48.0,10.0,2.0,-6.0,-1.0,4.0,18.0,-1.1999999999999997,-15.0,-0.09999999999999964,114.0,-0.29999999999999893,0.40000000000000036,-36.0,1.0,-4.0,8.0,-17.0,6.0,-11.6,1.4,3.0,0.6,-22.200000000000003,13.200000000000001,8.999999999999993,2.0,-9.0,1.0,-24.0,26173.0,-6.0,-3.0,-5.0,-5.0,-5.0,-5.0,3.5,-0.10121198440594775
60,Boone/Taney,2.0,0.0,0.5,-1.0,-18.0,0.0,-9.0,-75.70000000000005,7.0,0.0,24.0,54.0,4.0,4.0,2.0,-2.0,-2.0,2.0,-1.8999999999999995,0.0,-0.10000000000000009,204.0,-1.0,-0.29999999999999893,7.0,1.0,-3.0,8.0,0.0,1.9000000000000021,-1.2000000000000028,-1.1,-0.6,0.0,-0.20000000000000007,-3.6,5.5,-1.0,10.0,1.0,-4.0,769.0,0.0,-6.0,0.0,-3.0,1.0,1.0,-0.7000000000000028,0.12695468673247085
61,Carroll/Barry,-3.0,-10.0,0.1999999999999993,0.0,3.0,-1.0,11.0,37.400000000000006,5.0,-11.0,-3.0,8.0,-5.0,10.0,0.0,-1.0,2.0,-4.0,-0.3999999999999999,-11.0,0.10000000000000053,95.0,-0.6999999999999993,-0.29999999999999893,20.0,1.0,1.0,2.0,-5.0,-1.3000000000000007,2.8999999999999986,0.09999999999999998,-0.3999999999999999,1.2,0.09999999999999987,5.299999999999999,-6.099999999999994,1.0,2.0,2.0,11.0,-3314.0,-1.0,-1.0,-1.0,-4.0,-1.0,-1.0,0.29999999999999716,0.12695468673247085
62,Carroll/Stone,-2.0,2.0,-0.5,5.0,-15.0,-3.0,6.0,4.400000000000006,14.0,18.0,12.0,40.0,-8.0,5.0,4.0,-3.0,-1.0,-14.0,-1.9,-6.0,0.20000000000000018,-135.0,2.1999999999999993,-0.1999999999999993,0.0,1.0,4.0,4.0,-27.0,5.0,-7.700000000000003,0.19999999999999996,1.6,1.2,0.4999999999999999,12.799999999999999,-16.19999999999999,4.0,-6.0,-12.0,9.0,-6421.0,0.0,3.0,0.0,-3.0,0.0,0.0,-0.30000000000001137,0.12695468673247085
63,Carroll/Taney,-1.0,1.0,1.2999999999999998,1.0,-20.0,0.0,14.0,-159.60000000000002,13.0,-22.0,-4.0,4.0,0.0,4.0,2.0,-3.0,-3.0,-15.0,-1.9999999999999996,0.0,0.40000000000000036,-10.0,1.0,-0.3999999999999986,32.0,1.0,1.0,6.0,1.0,0.5,1.7999999999999972,-0.9,0.8,1.2999999999999998,0.2999999999999998,9.0,-9.799999999999997,3.0,14.0,-11.0,11.0,-5473.0,0.0,-12.0,-2.0,-5.0,0.0,0.0,-0.8000000000000114,0.12695468673247085
64,Chicot/East Carroll,-8.0,-6.0,-1.1,15.0,-31.0,0.0,17.0,-557.4000000000001,-15.0,62.0,54.0,83.0,1.0,10.0,-9.0,-5.0,10.0,20.0,-3.6999999999999993,-7.0,-1.7000000000000002,-273.0,3.0,0.40000000000000036,24.0,-1.0,-7.0,-15.0,11.0,-2.0,5.800000000000001,-14.399999999999991,0.19999999999999996,0.0,0.2,3.2,11.0,1.0,10.0,22.0,13.0,7071.0,-5.0,21.0,-4.0,-13.0,-4.0,-4.0,0.6000000000000085,0.0004922130359545918
65,Chicot/Morehouse,-2.0,-2.0,-2.4,2.0,-45.0,-3.0,-11.0,-376.29999999999995,-5.0,74.0,21.0,239.0,5.0,-12.0,4.0,-3.0,1.0,6.0,-1.4000000000000004,5.0,0.5999999999999996,-204.0,-4.600000000000001,-0.40000000000000036,-8.0,-1.0,2.0,-12.0,-11.0,-2.3000000000000007,1.7000000000000028,6.100000000000001,0.19999999999999996,-0.1,0.3,4.4,-10.5,1.0,-5.0,9.0,36.0,2092.0,0.0,18.0,4.0,-4.0,-1.0,2.0,1.2999999999999972,0.0004922130359545918
66,Chicot/West Carroll,-2.0,-1.0,-3.9,3.0,-4.0,-6.0,4.0,543.9,7.0,87.0,51.0,556.0,0.0,2.0,6.0,0.0,2.0,15.0,-3.799999999999999,16.0,0.7999999999999998,-35.0,-6.699999999999999,0.1999999999999993,-6.0,-1.0,9.0,-8.0,-2.0,-0.40000000000000213,1.7000000000000028,37.7,0.39999999999999997,0.0,-0.30000000000000004,1.6000000000000005,-39.3,1.0,-15.0,20.0,48.0,-5600.0,0.0,30.0,6.0,-10.0,-1.0,2.0,-2.3999999999999915,0.0004922130359545918
67,Chicot/Washington,1.0,-2.0,-1.1999999999999997,0.0,-48.0,2.0,-1.0,-523.5,-6.0,61.0,26.0,434.0,-2.0,-11.0,3.0,-3.0,2.0,-2.0,-0.6999999999999993,-3.0,0.20000000000000018,84.0,-4.0,0.0,-14.0,-1.0,-3.0,-8.0,12.0,-3.700000000000003,4.400000000000002,-18.200000000000003,-0.10000000000000009,-0.1,0.2,4.2,13.7,0.0,9.0,0.0,0.0,5996.0,2.0,14.0,-1.0,-9.0,0.0,1.0,2.200000000000003,0.054482942070931434
68,Clay/Butler,1.0,-1.0,0.0,-3.0,-17.0,0.0,10.0,-121.0,5.0,-94.0,-27.0,-198.0,-9.0,9.0,2.0,-3.0,-1.0,-6.0,0.20000000000000018,-9.0,0.5,-282.0,5.4,0.0,36.0,0.0,0.0,2.0,19.0,-2.1000000000000014,2.6999999999999993,-4.6000000000000005,-0.7,0.0,-0.20000000000000007,0.0,6.5,0.0,3.0,-6.0,-11.0,-641.0,-2.0,-4.0,2.0,-5.0,0.0,1.0,-1.2999999999999972,0.12695468673247085
69,Clay/Dunklin,-2.0,-5.0,0.5999999999999996,-8.0,-16.0,2.0,-3.0,-113.69999999999999,-8.0,-30.0,21.0,-127.0,1.0,-3.0,-2.0,-4.0,6.0,4.0,-0.5999999999999996,-9.0,0.0,-281.0,-1.200000000000001,-0.20000000000000107,23.0,0.0,-2.0,4.0,5.0,-4.300000000000001,3.099999999999998,-9.6,-0.7,0.0,0.09999999999999998,-4.8,15.400000000000006,-2.0,5.0,-7.0,-17.0,1806.0,-2.0,-7.0,0.0,-8.0,-1.0,-1.0,0.29999999999999716,0.12695468673247085
70,Columbia/Claiborne,-3.0,5.0,0.09999999999999964,3.0,3.0,-3.0,7.0,114.90000000000009,-17.0,21.0,11.0,99.0,-3.0,20.0,-3.0,-4.0,6.0,23.0,-1.2000000000000002,-12.0,0.7000000000000002,162.0,6.200000000000001,0.09999999999999964,-23.0,0.0,-4.0,-1.0,-19.0,3.0,-1.8000000000000007,-16.4,0.5,0.0,0.0,1.1999999999999997,14.700000000000003,1.0,4.0,14.0,-4.0,6467.0,-4.0,0.0,0.0,-6.0,-1.0,-1.0,0.0,0.0004922130359545918
71,Columbia/Webster,-2.0,8.0,0.39999999999999947,5.0,-9.0,-4.0,13.0,54.200000000000045,-20.0,-5.0,20.0,-52.0,-3.0,9.0,0.0,0.0,2.0,7.0,-1.5999999999999996,-10.0,0.9000000000000004,-51.0,2.0,-0.09999999999999964,-3.0,0.0,-1.0,-3.0,-20.0,-1.7999999999999972,-2.5,1.1000000000000014,0.5,0.0,0.0,0.6999999999999997,-2.1000000000000014,1.0,3.0,13.0,23.0,4578.0,-2.0,-8.0,2.0,6.0,-2.0,0.0,1.4000000000000057,0.0004922130359545918
72,Craighead/Dunklin,-8.0,-3.0,0.7999999999999998,-10.0,-3.0,0.0,-14.0,398.7,-26.0,78.0,48.0,167.0,12.0,17.0,-6.0,-2.0,13.0,15.0,-2.7,-10.0,-0.5,-71.0,-6.5,0.0,-34.0,1.0,0.0,6.0,-14.0,-0.5,-4.800000000000001,6.200000000000001,0.4,0.1,0.0,-1.7000000000000002,-4.599999999999994,-1.0,-5.0,8.0,-26.0,8886.0,-3.0,-2.0,-3.0,-4.0,-3.0,-4.0,4.5,0.12695468673247085
73,Crawford/Adair,-8.0,-4.0,0.40000000000000036,7.0,46.0,3.0,1.0,-181.89999999999998,-21.0,12.0,-8.0,-174.0,8.0,-1.0,-9.0,1.0,4.0,20.0,-0.9000000000000004,-5.0,-0.8999999999999995,-74.0,-1.2999999999999998,0.5999999999999996,-30.0,0.0,-4.0,2.0,-12.0,-2.6999999999999993,1.3999999999999986,1.0,0.7,0.0,-43.5,1.0,44.199999999999996,0.0,7.0,23.0,-23.0,5011.0,-8.0,4.0,-4.0,-6.0,-5.0,-6.0,3.799999999999997,-0.10121198440594775
74,Crawford/Sequoyah,-5.0,5.0,0.2999999999999998,-7.0,35.0,2.0,15.0,32.5,-11.0,10.0,-19.0,-234.0,8.0,2.0,-4.0,0.0,4.0,7.0,-0.7999999999999998,-1.0,-0.5,46.0,1.0,1.3999999999999986,-25.0,-1.0,-3.0,-1.0,-9.0,1.1000000000000014,-1.6000000000000014,-0.19999999999999996,0.7,0.0,-19.9,3.8,21.299999999999997,1.0,4.0,2.0,-8.0,1562.0,-7.0,3.0,-3.0,1.0,-3.0,-3.0,2.799999999999997,-0.10121198440594775
75,Crittenden/DeSoto,6.0,-1.0,-1.0,13.0,3.0,-2.0,4.0,814.1999999999999,30.0,-1.0,30.0,138.0,3.0,-12.0,12.0,5.0,-7.0,-13.0,-0.20000000000000018,19.0,1.0999999999999996,1113.0,1.0,0.5,28.0,1.0,5.0,-5.0,-10.0,1.7000000000000028,1.3000000000000007,24.400000000000002,-1.0,0.0,0.10000000000000003,-2.3,-21.0,0.0,-17.0,-10.0,37.0,-25474.0,3.0,-4.0,7.0,3.0,2.0,5.0,-4.200000000000003,0.054482942070931434
76,Fulton/Howell,2.0,-3.0,-0.7000000000000002,1.0,-21.0,-1.0,-9.0,-85.19999999999999,-4.0,-38.0,-29.0,-196.0,6.0,3.0,3.0,-1.0,-1.0,2.0,-0.09999999999999964,-3.0,-0.5,-79.0,-4.8999999999999995,0.0,-6.0,0.0,-1.0,-2.0,9.0,-2.799999999999997,5.899999999999999,0.09999999999999998,-0.39999999999999997,-0.1,0.0,-0.5000000000000002,0.4000000000000057,1.0,12.0,-14.0,18.0,-7251.0,-1.0,1.0,3.0,-5.0,2.0,2.0,-1.0,0.12695468673247085
77,Fulton/Ozark,-1.0,4.0,1.0999999999999996,-1.0,5.0,-1.0,-11.0,93.4,8.0,35.0,-28.0,37.0,4.0,3.0,1.0,-2.0,4.0,12.0,-1.7999999999999998,-10.0,-0.09999999999999964,41.0,-1.6000000000000005,0.29999999999999893,0.0,-1.0,4.0,7.0,-29.0,1.9000000000000021,-3.3000000000000007,0.49999999999999994,0.09999999999999998,0.0,-0.30000000000000004,-0.30000000000000004,-0.4000000000000057,1.0,2.0,-10.0,3.0,-3093.0,-1.0,-16.0,1.0,4.0,0.0,0.0,-2.5,0.12695468673247085
78,Greene/Dunklin,-5.0,-4.0,0.6999999999999993,-8.0,-28.0,2.0,-20.0,117.59999999999997,-11.0,18.0,4.0,-8.0,9.0,14.0,-5.0,-4.0,12.0,3.0,-2.0,-15.0,-0.9000000000000004,-123.0,-4.300000000000001,-0.09999999999999964,-14.0,0.0,-4.0,5.0,-1.0,-1.1999999999999993,-2.5,-8.6,-0.5,0.4,0.09999999999999998,-4.0,13.099999999999994,-2.0,5.0,3.0,-13.0,8218.0,-4.0,-2.0,-3.0,-3.0,-2.0,-4.0,2.200000000000003,0.12695468673247085
79,Little River/McCurtain,-3.0,-4.0,0.5,-3.0,6.0,2.0,-8.0,-96.0,-12.0,-16.0,4.0,-304.0,7.0,14.0,-3.0,0.0,6.0,6.0,-1.4000000000000004,-6.0,-0.20000000000000018,-91.0,3.1000000000000014,0.09999999999999964,-31.0,0.0,-5.0,-1.0,24.0,-2.8000000000000007,2.299999999999997,11.700000000000001,-0.5,-1.2999999999999998,-15.400000000000002,-2.5,11.299999999999997,-1.0,1.0,6.0,-13.0,2454.0,-3.0,-4.0,-1.0,6.0,-2.0,-2.0,1.2000000000000028,-0.10121198440594775
80,Little River/Bowie,4.0,-12.0,0.20000000000000018,-1.0,21.0,-3.0,12.0,-60.39999999999998,-7.0,-46.0,-17.0,-89.0,3.0,3.0,4.0,-2.0,0.0,-4.0,-0.10000000000000053,3.0,-0.20000000000000018,-370.0,1.1000000000000014,0.0,33.0,1.0,-7.0,-1.0,32.0,-1.2000000000000028,3.8999999999999986,-5.399999999999999,-0.7,0.0,0.5999999999999999,-4.1,9.499999999999993,-1.0,9.0,-5.0,3.0,-7950.0,-1.0,-4.0,0.0,5.0,2.0,2.0,-0.5999999999999943,-0.03026144275707124
81,Marion/Ozark,-3.0,-1.0,1.8999999999999995,-4.0,-20.0,1.0,-10.0,82.5,12.0,-10.0,-26.0,1.0,6.0,0.0,-1.0,-1.0,5.0,3.0,-1.7999999999999998,-10.0,0.0,199.0,-1.1000000000000005,0.1999999999999993,13.0,-1.0,1.0,4.0,-22.0,-1.0,-0.1999999999999993,0.39999999999999997,0.39999999999999997,0.1,0.0,0.3999999999999999,-1.3000000000000114,0.0,1.0,10.0,3.0,2741.0,-3.0,-21.0,0.0,5.0,-2.0,-1.0,-1.9000000000000057,0.12695468673247085
82,Marion/Taney,3.0,-2.0,0.2999999999999998,-3.0,-53.0,1.0,-13.0,-197.00000000000003,13.0,-63.0,-14.0,-65.0,5.0,-5.0,3.0,-1.0,-2.0,-7.0,-1.0999999999999996,8.0,0.5,-5.0,-4.7,-0.09999999999999964,25.0,0.0,-2.0,4.0,10.0,-2.6999999999999993,7.0,-0.9,-0.6,0.0,0.0,-3.8000000000000003,5.3999999999999915,-1.0,17.0,-2.0,13.0,-10554.0,-1.0,-9.0,3.0,0.0,1.0,2.0,-2.6000000000000085,0.12695468673247085
83,Miller/Bossier,5.0,4.0,-1.7000000000000002,4.0,-11.0,-3.0,8.0,298.1,21.0,27.0,-28.0,25.0,-8.0,-3.0,6.0,-1.0,-4.0,-9.0,-0.20000000000000018,-2.0,0.6000000000000005,57.0,3.1000000000000005,-0.5999999999999996,16.0,0.0,0.0,-2.0,-1.0,-1.3999999999999986,2.299999999999999,2.3000000000000007,-1.4,0.0,0.30000000000000004,-3.3000000000000003,2.3999999999999915,-1.0,2.0,7.0,23.0,-3175.0,-1.0,6.0,6.0,3.0,2.0,3.0,-3.5999999999999943,0.0004922130359545918
84,Miller/Caddo,2.0,-3.0,-0.2999999999999998,3.0,-20.0,-2.0,-8.0,-55.80000000000007,9.0,-45.0,-49.0,-434.0,-5.0,1.0,1.0,-4.0,-1.0,0.0,-1.3000000000000007,-12.0,-0.2999999999999998,-151.0,-1.8999999999999986,-0.6999999999999993,-9.0,0.0,-3.0,-1.0,3.0,-0.09999999999999787,-0.5,-24.6,-0.8,0.0,0.4,0.7000000000000002,24.0,0.0,5.0,4.0,12.0,5292.0,-3.0,0.0,2.0,-1.0,0.0,2.0,-0.7000000000000028,0.0004922130359545918
85,Miller/Bowie,5.0,-7.0,-0.7999999999999998,-4.0,24.0,-2.0,7.0,373.79999999999995,1.0,1.0,-26.0,147.0,-1.0,0.0,5.0,0.0,-3.0,3.0,-0.3000000000000007,1.0,0.20000000000000018,23.0,-2.3999999999999986,0.10000000000000142,14.0,1.0,0.0,-3.0,5.0,-0.3000000000000007,0.1999999999999993,0.0,-0.7,0.0,-0.20000000000000007,-4.199999999999999,5.199999999999996,-1.0,2.0,2.0,3.0,-302.0,-1.0,5.0,1.0,-3.0,2.0,2.0,-1.0999999999999943,-0.03026144275707124
86,Miller/Cass,3.0,-7.0,-1.0,-3.0,29.0,-3.0,-1.0,684.5,8.0,48.0,2.0,225.0,4.0,9.0,4.0,2.0,0.0,11.0,-0.20000000000000018,0.0,0.6000000000000005,160.0,-8.0,0.20000000000000107,-15.0,0.0,2.0,-3.0,-18.0,1.1000000000000014,-5.600000000000001,8.2,0.0,0.0,0.09999999999999998,-1.1999999999999997,-7.700000000000003,0.0,-14.0,5.0,1.0,6376.0,0.0,11.0,0.0,-3.0,1.0,1.0,-1.2999999999999972,-0.03026144275707124
87,Mississippi/Dunklin,-3.0,1.0,0.0,-7.0,4.0,-1.0,-8.0,863.5,4.0,7.0,12.0,-88.0,2.0,9.0,1.0,-1.0,5.0,-1.0,-0.40000000000000036,-5.0,-0.20000000000000018,485.0,-3.4000000000000004,-0.40000000000000036,8.0,0.0,1.0,5.0,-6.0,0.6000000000000014,-3.8000000000000007,24.9,-0.4,0.0,0.0,-2.5999999999999996,-21.4,-1.0,-6.0,-1.0,-5.0,1110.0,3.0,-4.0,2.0,0.0,-1.0,0.0,-1.2000000000000028,0.12695468673247085
88,Mississippi/Pemiscot,-1.0,8.0,-0.2999999999999998,1.0,18.0,-1.0,4.0,520.1999999999999,6.0,13.0,33.0,-31.0,6.0,15.0,-1.0,-1.0,3.0,4.0,0.09999999999999964,-11.0,-0.20000000000000018,100.0,-1.5999999999999996,0.09999999999999964,11.0,0.0,1.0,-3.0,0.0,0.6000000000000014,-2.6000000000000014,9.499999999999996,0.0,-0.1,0.0,1.6000000000000005,-10.399999999999999,1.0,2.0,0.0,-12.0,5710.0,5.0,3.0,0.0,0.0,-1.0,0.0,-0.20000000000000284,0.12695468673247085
89,Polk/Le Flore,-3.0,-3.0,-1.5,-6.0,30.0,2.0,-19.0,-302.29999999999995,2.0,47.0,15.0,-233.0,-4.0,-6.0,1.0,-1.0,1.0,8.0,-0.5,-1.0,-0.20000000000000018,42.0,6.3,-1.5999999999999996,-5.0,0.0,5.0,-9.0,-6.0,-1.1999999999999993,5.300000000000001,-1.4,0.30000000000000004,-0.1,-12.0,-0.6000000000000005,16.799999999999997,-1.0,6.0,1.0,5.0,-2656.0,-5.0,12.0,2.0,-1.0,-1.0,0.0,2.200000000000003,-0.10121198440594775
90,Polk/McCurtain,-2.0,-2.0,-1.2000000000000002,-8.0,4.0,3.0,-28.0,-407.6,-9.0,35.0,8.0,-230.0,-7.0,1.0,-1.0,-1.0,2.0,9.0,-1.5,-3.0,-0.7000000000000002,62.0,2.8000000000000007,-0.7999999999999989,-23.0,0.0,4.0,-11.0,0.0,-2.5,5.0,-7.4,0.0,-1.2999999999999998,-15.000000000000002,0.39999999999999947,26.5,0.0,6.0,8.0,-2.0,-1081.0,-4.0,11.0,1.0,-1.0,-1.0,-1.0,2.0,-0.10121198440594775
91,Scott/Le Flore,0.0,-1.0,-0.09999999999999964,2.0,58.0,1.0,-7.0,-263.29999999999995,9.0,-9.0,-20.0,-294.0,0.0,-1.0,4.0,1.0,-5.0,0.0,-1.3000000000000003,0.0,-0.10000000000000053,63.0,2.499999999999999,-1.3000000000000007,6.0,-1.0,-1.0,-8.0,7.0,-0.8999999999999986,3.099999999999998,-1.2999999999999998,2.4000000000000004,-0.2,-11.5,0.7000000000000002,13.200000000000003,-1.0,3.0,-10.0,2.0,-4313.0,-5.0,0.0,1.0,2.0,0.0,2.0,1.7000000000000028,-0.10121198440594775
92,Sebastian/Le Flore,-4.0,-4.0,0.40000000000000036,-5.0,48.0,0.0,-7.0,-13.199999999999932,-4.0,99.0,44.0,36.0,10.0,7.0,0.0,0.0,0.0,9.0,-1.4000000000000004,-8.0,-0.2999999999999998,381.0,3.1000000000000005,0.0,-39.0,0.0,4.0,-4.0,-13.0,0.10000000000000142,-1.9000000000000021,4.800000000000001,4.0,0.0,-11.7,7.6000000000000005,-2.299999999999997,2.0,-12.0,8.0,-3.0,6567.0,-6.0,-4.0,0.0,0.0,-3.0,-1.0,2.9000000000000057,-0.10121198440594775
93,Sebastian/Sequoyah,-5.0,1.0,0.2999999999999998,-5.0,39.0,0.0,11.0,212.60000000000002,-12.0,98.0,36.0,78.0,12.0,4.0,-2.0,0.0,3.0,7.0,-0.7999999999999998,-7.0,-0.2999999999999998,302.0,4.000000000000001,1.5999999999999996,-24.0,0.0,1.0,-5.0,-17.0,0.8000000000000007,-2.400000000000002,5.0,3.9000000000000004,0.1,-20.1,10.5,6.400000000000006,4.0,-13.0,5.0,-3.0,5907.0,-6.0,-1.0,-1.0,2.0,-4.0,-3.0,2.0,-0.10121198440594775
